100 500
24 7 39
24 63 21
25 49 45
25 84 68
25 41 1
25 47 11
25 66 55
25 2 65
25 82 40
25 21 57
25 75 98
25 99 21
25 51 74
25 14 9
25 27 54
25 34 28
25 19 81
25 5 83
25 0 13
26 45 55
26 89 57
26 91 96
26 70 88
26 7 84
26 10 27
26 17 86
26 69 22
26 31 5
26 60 67
26 96 56
26 21 28
27 71 46
27 64 5
27 58 26
27 47 80
27 67 52
27 25 54
27 41 60
28 45 3
28 98 45
28 20 55
28 38 11
28 89 60
28 58 100
28 99 50
28 66 99
28 4 51
28 8 73
29 5 97
29 49 33
29 34 87
29 98 60
29 63 80
29 89 15
29 83 16
29 35 33
29 69 1
29 50 91
29 37 82
29 46 82
29 68 94
30 87 86
30 24 9
30 39 33
30 33 55
30 98 18
30 10 40
30 42 25
30 12 89
30 50 59
31 93 75
31 44 7
31 84 90
31 69 85
31 57 51
31 85 39
31 73 14
31 26 5
31 91 88
31 81 96
31 58 15
31 7 93
31 74 89
32 47 3
32 57 64
32 20 99
32 12 91
32 22 97
32 6 98
32 69 65
32 13 26
32 94 36
32 21 90
33 12 73
33 78 22
33 30 55
33 59 91
33 55 34
33 45 12
33 75 49
33 49 13
33 73 15
33 96 73
34 62 7
34 88 69
34 29 87
34 71 52
34 83 12
34 59 61
34 57 5
34 94 97
34 65 100
34 48 72
34 66 24
34 25 28
34 70 54
35 48 35
35 13 13
35 52 1
35 65 2
35 41 20
35 29 33
35 50 28
35 15 78
35 83 23
35 19 88
36 52 52
36 71 76
36 94 65
36 84 72
36 56 41
36 47 34
36 55 64
36 74 3
37 67 44
37 50 35
37 70 74
37 49 17
37 52 10
37 74 49
37 65 55
37 56 89
37 29 82
37 10 3
38 42 19
38 28 11
38 0 43
38 46 80
38 8 67
38 90 21
38 43 12
38 83 18
38 55 65
38 20 82
38 74 69
39 48 3
39 59 18
39 30 33
39 45 34
39 78 69
39 95 73
39 53 1
39 19 63
39 64 91
40 61 24
40 11 30
40 83 75
40 86 59
40 68 61
40 46 98
40 48 89
40 62 31
40 47 11
41 25 1
41 57 7
41 35 20
41 18 73
41 52 89
41 70 14
41 14 28
41 27 60
41 16 40
41 99 80
42 21 3
42 5 88
42 38 19
42 98 12
42 88 67
42 30 25
42 93 41
42 79 94
42 76 28
42 87 98
42 47 3
42 70 81
43 22 50
43 17 16
43 64 69
43 80 17
43 18 3
43 76 79
43 69 78
43 21 55
43 38 12
44 31 7
44 97 92
44 12 40
44 54 76
44 69 64
44 53 51
44 95 60
44 84 51
45 28 3
45 26 55
45 2 23
45 92 28
45 39 34
45 85 19
45 33 12
45 77 60
45 55 5
45 90 84
46 48 5
46 12 84
46 81 38
46 40 98
46 38 80
46 47 50
46 14 14
46 29 82
47 32 3
47 25 11
47 22 42
47 91 93
47 27 80
47 36 34
47 40 11
47 46 50
47 97 24
47 93 56
47 90 43
47 42 3
48 39 3
48 35 35
48 98 24
48 46 5
48 40 89
48 71 50
48 34 72
48 61 27
48 58 64
48 73 31
49 25 45
49 29 33
49 86 16
49 64 38
49 74 65
49 9 19
49 37 17
49 33 13
50 58 4
50 77 53
50 98 78
50 37 35
50 79 8
50 94 70
50 74 53
50 30 59
50 29 91
50 5 18
50 35 28
50 12 91
50 85 97
50 19 53
50 82 100
50 55 48
51 95 58
51 80 57
51 10 92
51 7 88
51 98 47
51 74 43
51 25 74
51 60 3
51 5 68
52 15 17
52 0 51
52 35 1
52 36 52
52 13 14
52 56 7
52 9 81
52 37 10
52 57 100
52 63 8
52 41 89
52 20 29
53 86 24
53 62 62
53 70 90
53 16 15
53 96 61
53 69 6
53 56 40
53 39 1
53 65 25
53 44 51
53 19 43
54 93 39
54 17 71
54 67 23
54 97 69
54 96 77
54 15 84
54 81 96
54 99 54
54 89 22
54 44 76
54 84 73
55 83 65
55 13 11
55 7 8
55 33 34
55 57 53
55 10 42
55 38 65
55 45 5
55 36 64
55 0 77
55 50 48
56 19 51
56 90 92
56 52 7
56 68 91
56 36 41
56 88 43
56 53 40
56 37 89
57 32 64
57 96 18
57 22 9
57 59 25
57 41 7
57 31 51
57 21 72
57 34 5
57 52 100
57 55 53
57 87 56
57 11 58
57 61 8
58 88 85
58 50 4
58 17 87
58 27 26
58 91 40
58 79 5
58 28 100
58 31 15
58 85 28
58 48 64
58 4 67
58 12 27
59 39 18
59 57 25
59 85 90
59 88 83
59 5 89
59 33 91
59 34 61
59 12 54
59 61 76
60 20 82
60 84 37
60 95 89
60 62 84
60 81 35
60 23 57
60 72 27
60 18 88
60 51 3
60 87 41
60 26 67
60 79 1
60 5 48
60 85 4
61 78 38
61 40 24
61 8 23
61 59 76
61 48 27
61 57 8
62 53 62
62 34 7
62 60 84
62 64 41
62 63 94
62 89 32
62 18 17
62 40 31
62 67 53
62 10 86
63 29 80
63 62 94
63 74 69
63 96 65
63 52 8
63 99 74
63 93 25
63 89 55
63 73 92
63 24 21
63 67 93
63 6 82
64 22 40
64 65 95
64 43 69
64 27 5
64 49 38
64 62 41
64 80 85
64 39 91
65 78 10
65 3 2
65 64 95
65 70 45
65 35 2
65 10 45
65 81 32
65 37 55
65 34 100
65 96 79
65 53 25
65 19 19
66 25 55
66 71 26
66 5 38
66 84 39
66 79 29
66 34 24
66 28 99
66 95 44
67 83 31
67 37 44
67 54 23
67 20 44
67 9 12
67 11 27
67 27 52
67 62 53
67 63 93
67 4 43
68 79 81
68 40 61
68 56 91
68 22 20
68 98 35
68 76 5
68 3 31
68 15 92
68 29 94
69 31 85
69 9 40
69 29 1
69 43 78
69 26 22
69 53 6
69 32 65
69 44 64
70 4 99
70 37 74
70 65 45
70 26 88
70 84 4
70 88 3
70 53 90
70 78 75
70 41 14
70 3 1
70 72 70
70 98 32
70 34 54
70 81 39
70 42 81
71 93 43
71 27 46
71 16 71
71 66 26
71 34 52
71 81 27
71 36 76
71 24 72
71 74 73
71 98 84
71 48 50
71 97 10
71 9 34
72 22 95
72 8 17
72 16 5
72 60 27
72 79 82
72 7 11
72 77 20
72 70 70
73 23 50
73 89 75
73 16 66
73 31 14
73 63 92
73 33 15
73 48 31
74 84 69
74 24 1
74 49 65
74 51 43
74 63 69
74 71 73
74 50 53
74 77 52
74 97 55
74 37 49
74 38 69
74 36 3
74 31 89
75 24 11
75 5 69
75 88 16
75 25 98
75 33 49
76 0 45
76 15 89
76 85 58
76 43 79
76 68 5
76 20 38
76 42 28
77 50 53
77 13 85
77 74 52
77 45 60
77 5 44
77 72 20
77 93 97
77 11 65
77 98 7
78 65 10
78 33 22
78 82 35
78 61 38
78 39 69
78 84 77
78 17 87
78 95 59
78 70 75
78 85 68
78 7 6
78 86 78
79 24 42
79 97 52
79 50 8
79 68 81
79 80 86
79 72 82
79 58 5
79 60 1
79 66 29
79 42 94
79 99 85
80 51 57
80 90 91
80 98 63
80 43 17
80 11 75
80 79 86
80 92 14
80 64 85
80 81 25
80 23 57
81 60 35
81 71 27
81 96 62
81 46 38
81 65 32
81 54 96
81 89 32
81 80 25
81 31 96
81 70 39
81 0 17
81 8 4
82 88 75
82 78 35
82 98 32
82 25 40
82 23 47
82 8 21
82 21 54
82 50 100
83 2 44
83 55 65
83 67 31
83 40 75
83 34 12
83 29 16
83 8 62
83 38 18
83 92 15
83 35 23
83 9 13
83 99 40
83 95 57
84 13 77
84 25 68
84 60 37
84 31 90
84 74 69
84 78 77
84 70 4
84 4 28
84 66 39
84 36 72
84 22 28
84 54 73
84 44 51
85 59 90
85 76 58
85 31 39
85 5 10
85 7 65
85 45 19
85 78 68
85 11 11
85 50 97
85 58 28
85 60 4
85 13 45
86 53 24
86 97 71
86 49 16
86 40 59
86 17 3
86 89 43
86 78 78
87 30 86
87 3 82
87 89 2
87 60 41
87 14 22
87 57 56
87 97 83
87 42 98
88 58 85
88 82 75
88 34 69
88 4 24
88 59 83
88 75 16
88 42 67
88 70 3
88 56 43
88 15 85
89 10 52
89 87 2
89 26 57
89 29 15
89 73 75
89 62 32
89 28 60
89 86 43
89 93 67
89 92 85
89 54 22
89 81 32
89 63 55
89 17 65
90 3 3
90 97 30
90 80 91
90 56 92
90 38 21
90 98 66
90 92 10
90 45 84
90 47 43
90 1 34
91 21 76
91 10 38
91 96 97
91 3 32
91 26 96
91 58 40
91 1 15
91 15 86
91 14 33
91 47 93
91 95 65
91 31 88
92 45 28
92 97 39
92 80 14
92 89 85
92 96 27
92 83 15
92 13 72
92 90 10
93 54 39
93 71 43
93 31 75
93 89 67
93 63 25
93 42 41
93 77 97
93 47 56
93 17 27
93 21 1
94 17 78
94 50 70
94 36 65
94 34 97
94 32 36
94 1 40
95 51 58
95 0 79
95 60 89
95 11 61
95 78 59
95 39 73
95 91 65
95 1 32
95 44 60
95 66 44
95 83 57
96 57 18
96 91 97
96 6 81
96 54 77
96 81 62
96 63 65
96 12 23
96 92 27
96 53 61
96 65 79
96 26 56
96 33 73
97 79 52
97 86 71
97 90 30
97 54 69
97 92 39
97 13 51
97 44 92
97 74 55
97 71 10
97 2 90
97 15 83
97 47 24
97 87 83
98 50 78
98 48 24
98 42 12
98 29 60
98 28 45
98 82 32
98 80 63
98 51 47
98 30 18
98 4 54
98 71 84
98 0 66
98 68 35
98 90 66
98 70 32
98 77 7
98 3 26
99 18 86
99 4 80
99 25 21
99 63 74
99 54 54
99 28 50
99 83 40
99 79 85
99 41 80
