100 4950
2 81 62
2 98 55
2 8 58
2 39 25
2 37 5
2 75 39
2 23 65
2 18 29
2 92 67
2 93 75
2 99 43
2 14 44
2 47 2
2 49 29
2 3 46
2 77 84
2 62 22
2 67 15
2 9 97
2 94 80
2 59 42
2 29 9
2 69 7
2 4 98
2 33 46
2 34 28
2 63 51
2 52 28
2 64 85
2 31 21
2 57 78
2 20 19
2 32 79
2 38 94
2 26 30
2 71 86
2 72 57
2 15 6
2 55 55
2 73 43
2 43 21
2 90 10
2 89 82
2 76 48
2 44 92
2 40 88
2 13 29
2 80 84
2 12 42
2 11 62
2 82 40
2 21 70
2 68 78
2 79 24
2 74 45
2 36 28
2 17 71
2 84 27
2 27 42
2 48 66
2 85 39
2 46 54
2 53 34
2 56 87
2 96 19
2 86 56
2 87 87
2 16 16
2 42 78
2 35 36
2 91 45
2 7 68
2 41 40
2 88 39
2 19 25
2 30 42
2 60 66
2 78 86
2 95 69
2 5 2
2 50 46
3 90 3
3 87 82
3 7 87
3 65 2
3 91 32
3 21 71
3 8 39
3 13 40
3 68 31
3 70 1
3 98 26
3 48 6
3 74 51
3 85 20
3 83 59
3 93 2
3 31 54
3 9 66
3 29 79
3 52 2
3 16 40
3 84 14
3 96 80
3 12 28
3 63 32
3 42 23
3 0 8
3 19 95
3 17 16
3 54 33
3 39 41
3 64 15
3 62 15
3 58 53
3 97 20
3 35 86
3 56 16
3 45 71
3 76 53
3 77 12
3 99 3
3 10 48
3 2 46
3 81 40
3 71 95
3 59 57
3 30 76
3 24 23
3 43 91
3 51 53
3 61 98
3 27 78
3 82 51
3 18 62
3 53 20
3 1 14
3 50 53
3 14 56
3 57 20
3 94 1
3 55 87
3 78 55
3 23 38
3 73 18
3 22 42
3 6 70
3 80 16
3 4 15
3 32 95
3 60 38
3 66 4
3 49 82
3 26 32
3 46 84
3 40 73
3 88 31
3 95 75
3 37 35
3 33 25
3 69 51
3 89 10
3 36 3
3 47 75
3 44 99
3 86 80
3 25 33
3 75 6
3 41 4
3 28 40
3 38 100
3 5 7
3 79 57
3 20 93
3 92 59
3 72 26
3 15 67
3 67 5
3 11 47
3 34 91
4 70 99
4 88 24
4 99 80
4 84 28
4 98 54
4 11 14
4 67 43
4 28 51
4 58 67
4 94 70
4 36 61
4 63 44
4 81 19
4 45 69
4 39 60
4 55 31
4 7 31
4 97 8
4 19 71
4 41 82
4 86 34
4 6 68
4 83 97
4 10 82
4 42 36
4 18 65
4 32 3
4 79 50
4 38 40
4 53 31
4 92 87
4 56 93
4 62 8
4 50 66
4 91 5
4 68 53
4 85 90
4 80 20
4 14 1
4 47 95
4 25 33
4 90 67
4 74 32
4 64 5
4 52 30
4 12 69
4 66 71
4 73 35
4 43 18
4 65 46
4 2 98
4 26 76
4 34 88
4 35 10
4 54 17
4 40 90
4 93 41
4 46 41
4 5 95
4 17 49
4 95 12
4 57 45
4 61 14
4 59 18
4 44 86
4 13 74
4 15 44
4 1 59
4 89 29
4 71 4
4 3 15
4 87 55
4 22 74
4 77 33
4 27 75
4 21 42
4 9 85
4 82 19
4 51 45
4 96 12
4 69 12
4 24 11
4 31 3
4 76 12
4 29 46
4 75 83
4 60 78
4 0 27
4 72 88
4 49 35
4 48 49
4 23 91
4 8 40
4 20 26
4 78 83
4 16 90
4 33 7
4 30 64
4 37 72
5 42 88
5 29 97
5 75 69
5 59 89
5 66 38
5 85 10
5 9 55
5 50 18
5 60 48
5 77 44
5 51 68
5 25 83
5 19 97
5 72 83
5 65 51
5 46 94
5 10 16
5 18 12
5 31 22
5 48 85
5 96 97
5 83 92
5 87 61
5 99 92
5 58 67
5 11 65
5 88 16
5 95 85
5 40 9
5 55 75
5 14 40
5 47 86
5 44 35
5 35 87
5 16 80
5 6 36
5 22 68
5 15 59
5 67 65
5 97 95
5 90 57
5 49 47
5 33 70
5 92 20
5 63 33
5 23 43
5 32 13
5 26 22
5 89 70
5 64 30
5 93 92
5 61 10
5 12 47
5 81 10
5 27 7
5 8 15
5 98 82
5 62 41
5 94 12
5 7 67
5 38 39
5 52 7
5 78 59
5 30 86
5 4 95
5 43 56
5 86 44
5 79 67
5 74 21
5 91 41
5 84 91
5 0 17
5 71 83
5 73 52
5 13 35
5 20 98
5 69 31
5 80 45
5 34 50
5 68 76
5 56 77
5 57 31
5 76 96
5 21 15
5 70 57
5 28 82
5 3 7
5 37 40
5 24 28
5 1 89
5 54 40
5 41 34
5 45 85
5 2 2
5 82 64
5 36 63
5 39 91
5 17 57
5 53 91
6 96 81
6 24 94
6 32 98
6 63 82
6 97 1
6 73 86
6 0 54
6 18 54
6 31 75
6 47 53
6 20 24
6 2 80
6 43 60
6 30 15
6 46 2
6 68 14
6 33 48
6 58 77
6 59 98
6 15 59
6 17 50
6 83 46
6 42 73
6 4 68
6 51 16
6 94 45
6 56 82
6 72 83
6 99 44
6 26 26
6 70 34
6 84 86
6 19 29
6 75 26
6 60 86
6 12 39
6 5 36
6 52 6
6 76 41
6 57 22
6 53 8
6 34 20
6 29 68
6 35 21
6 81 6
6 36 74
6 93 96
6 65 63
6 9 32
6 86 72
6 11 20
6 49 46
6 98 17
6 25 14
6 85 77
6 50 63
6 13 51
6 90 56
6 61 77
6 55 55
6 21 63
6 7 83
6 41 65
6 22 52
6 16 64
6 88 54
6 74 76
6 78 4
6 3 70
6 23 48
6 27 71
6 45 81
6 89 83
6 91 5
6 67 3
6 79 32
6 80 94
6 14 74
6 40 35
6 44 60
6 1 93
6 10 6
6 39 43
6 37 31
6 48 74
6 69 6
6 87 95
6 92 1
6 62 93
6 28 14
6 95 91
6 38 31
6 66 89
6 71 64
6 82 76
6 77 89
6 54 85
6 64 6
6 8 71
7 3 87
7 55 8
7 51 88
7 26 84
7 85 65
7 72 11
7 18 77
7 78 6
7 24 39
7 31 93
7 11 80
7 41 7
7 4 31
7 8 24
7 80 42
7 92 84
7 90 69
7 35 81
7 63 68
7 52 18
7 98 1
7 89 35
7 16 61
7 13 64
7 1 18
7 74 63
7 14 21
7 93 91
7 77 91
7 97 59
7 44 86
7 54 68
7 40 11
7 64 94
7 23 53
7 29 82
7 73 47
7 19 12
7 25 95
7 57 36
7 43 67
7 62 92
7 53 82
7 65 53
7 99 5
7 15 37
7 83 63
7 27 37
7 61 46
7 39 84
7 5 67
7 9 45
7 33 58
7 79 90
7 6 83
7 70 5
7 56 19
7 21 53
7 37 96
7 71 3
7 87 99
7 22 85
7 86 22
7 42 70
7 96 98
7 12 67
7 67 41
7 69 41
7 30 14
7 45 54
7 28 83
7 91 44
7 95 30
7 75 19
7 36 89
7 46 1
7 58 64
7 38 10
7 82 68
7 48 19
7 20 82
7 66 6
7 84 22
7 47 10
7 10 100
7 68 54
7 50 92
7 60 71
7 2 68
7 34 47
7 88 49
7 0 31
7 59 56
7 32 62
7 76 26
7 49 10
7 81 59
7 17 10
7 94 2
8 1 2
8 72 17
8 3 39
8 83 62
8 38 67
8 61 23
8 82 21
8 28 73
8 81 4
8 49 51
8 30 76
8 92 54
8 65 52
8 86 36
8 7 24
8 91 54
8 87 5
8 79 41
8 26 62
8 52 18
8 46 4
8 98 96
8 47 27
8 2 58
8 9 32
8 44 48
8 85 69
8 75 14
8 35 7
8 40 59
8 21 61
8 42 51
8 50 38
8 18 60
8 97 93
8 0 77
8 17 2
8 95 53
8 88 67
8 57 77
8 96 76
8 14 19
8 58 30
8 93 40
8 45 75
8 31 97
8 5 15
8 19 28
8 53 76
8 64 16
8 37 64
8 71 41
8 43 11
8 73 23
8 70 34
8 84 19
8 54 28
8 23 96
8 63 66
8 60 5
8 74 8
8 25 32
8 16 42
8 62 87
8 78 6
8 66 79
8 67 93
8 94 98
8 69 10
8 13 36
8 99 84
8 90 100
8 15 32
8 33 90
8 24 10
8 55 85
8 11 15
8 89 91
8 39 79
8 22 16
8 29 4
8 12 75
8 80 42
8 77 41
8 68 96
8 32 68
8 20 2
8 76 89
8 27 61
8 59 90
8 4 40
8 36 5
8 41 62
8 48 54
8 10 58
8 51 77
8 34 23
8 56 53
8 6 71
9 67 12
9 49 19
9 69 40
9 11 3
9 52 81
9 5 55
9 71 34
9 83 13
9 0 14
9 72 39
9 40 16
9 60 54
9 51 25
9 3 66
9 70 44
9 79 28
9 45 55
9 34 51
9 27 31
9 64 97
9 23 97
9 89 15
9 8 32
9 78 28
9 86 89
9 20 40
9 31 64
9 91 30
9 22 46
9 41 87
9 44 13
9 43 55
9 48 36
9 32 10
9 93 23
9 37 34
9 66 50
9 46 93
9 18 58
9 92 23
9 12 36
9 54 95
9 2 97
9 35 71
9 21 86
9 57 93
9 6 32
9 19 68
9 55 65
9 28 66
9 87 33
9 15 82
9 13 68
9 56 67
9 30 83
9 82 72
9 29 35
9 94 11
9 7 45
9 85 4
9 10 30
9 36 18
9 61 76
9 42 25
9 39 34
9 53 37
9 50 23
9 16 62
9 63 60
9 88 65
9 74 57
9 76 23
9 99 40
9 73 85
9 47 98
9 58 49
9 68 66
9 33 98
9 95 20
9 81 35
9 98 41
9 14 60
9 4 85
9 80 27
9 96 64
9 77 6
9 84 58
9 75 91
9 59 69
9 90 97
9 62 77
9 24 77
9 1 93
9 17 80
9 38 82
9 25 34
9 26 70
9 65 82
9 97 35
10 89 52
10 19 67
10 91 38
10 51 92
10 30 40
10 65 45
10 26 27
10 55 42
10 37 3
10 62 86
10 14 32
10 2 63
10 23 52
10 5 16
10 90 12
10 52 69
10 82 79
10 68 60
10 39 25
10 61 71
10 50 74
10 85 69
10 35 73
10 46 94
10 76 45
10 4 82
10 72 82
10 38 72
10 64 13
10 32 14
10 63 68
10 40 29
10 98 77
10 56 31
10 33 39
10 71 19
10 66 16
10 69 86
10 59 65
10 15 13
10 99 20
10 3 48
10 84 43
10 79 53
10 18 37
10 44 12
10 67 73
10 41 95
10 42 89
10 58 5
10 81 64
10 92 99
10 25 17
10 93 72
10 13 1
10 57 95
10 45 44
10 53 68
10 27 63
10 17 20
10 83 20
10 70 28
10 31 76
10 75 91
10 47 84
10 9 30
10 96 51
10 36 58
10 54 23
10 0 51
10 16 26
10 48 1
10 97 25
10 73 89
10 20 50
10 87 86
10 1 19
10 80 14
10 94 70
10 28 68
10 60 41
10 24 55
10 22 50
10 7 100
10 86 88
10 6 6
10 43 53
10 11 85
10 78 24
10 88 64
10 95 8
10 12 94
10 49 13
10 74 63
10 77 64
10 29 96
10 8 58
10 34 44
10 21 17
11 21 62
11 95 61
11 40 30
11 80 75
11 9 3
11 67 27
11 85 11
11 4 14
11 77 65
11 57 58
11 19 14
11 98 65
11 20 75
11 7 80
11 96 59
11 56 69
11 82 16
11 89 88
11 84 92
11 62 6
11 22 69
11 97 56
11 55 89
11 5 65
11 31 35
11 93 43
11 37 85
11 54 98
11 76 100
11 26 86
11 83 65
11 58 92
11 59 94
11 36 37
11 73 77
11 61 7
11 17 72
11 38 97
11 0 20
11 12 56
11 49 48
11 42 86
11 24 47
11 32 68
11 92 79
11 64 47
11 6 20
11 13 70
11 30 5
11 70 56
11 41 62
11 88 15
11 28 87
11 86 48
11 68 82
11 39 39
11 44 64
11 52 2
11 74 48
11 1 70
11 33 61
11 50 55
11 47 70
11 35 82
11 25 35
11 87 74
11 2 62
11 48 83
11 51 30
11 65 61
11 75 35
11 53 43
11 94 73
11 46 1
11 90 3
11 16 54
11 79 54
11 66 15
11 78 20
11 63 43
11 91 98
11 27 23
11 8 15
11 14 24
11 10 85
11 15 30
11 18 20
11 29 1
11 23 14
11 45 72
11 71 12
11 81 86
11 69 75
11 99 60
11 72 2
11 3 47
11 43 36
11 34 60
11 60 42
12 33 73
12 32 91
12 46 84
12 44 40
12 30 89
12 96 23
12 59 54
12 50 91
12 58 27
12 69 96
12 51 93
12 94 4
12 13 34
12 28 48
12 54 98
12 14 30
12 16 69
12 66 43
12 1 25
12 71 59
12 21 77
12 3 28
12 80 56
12 99 51
12 36 84
12 19 42
12 23 99
12 6 39
12 65 21
12 45 54
12 24 40
12 49 32
12 74 55
12 9 36
12 47 10
12 64 66
12 79 62
12 11 56
12 85 18
12 27 89
12 5 47
12 98 89
12 26 67
12 4 69
12 61 78
12 38 67
12 88 89
12 41 63
12 81 97
12 91 98
12 55 38
12 73 28
12 75 1
12 43 24
12 72 92
12 60 19
12 52 66
12 0 66
12 90 90
12 29 96
12 57 69
12 35 72
12 17 47
12 31 23
12 97 84
12 7 67
12 86 6
12 82 36
12 15 89
12 2 42
12 48 65
12 83 5
12 70 82
12 95 49
12 78 40
12 68 76
12 37 92
12 87 70
12 34 75
12 39 25
12 25 10
12 56 98
12 22 7
12 40 39
12 76 65
12 63 69
12 84 30
12 10 94
12 53 43
12 77 82
12 8 75
12 42 1
12 62 23
12 20 10
12 18 52
12 67 17
12 92 49
12 89 73
12 93 39
13 84 77
13 55 11
13 35 13
13 77 85
13 97 51
13 52 14
13 32 26
13 3 40
13 92 72
13 85 45
13 62 8
13 12 34
13 89 35
13 57 25
13 1 14
13 39 49
13 33 33
13 15 14
13 88 88
13 42 37
13 30 71
13 45 91
13 64 70
13 7 64
13 47 64
13 34 15
13 56 15
13 46 20
13 67 56
13 31 32
13 75 85
13 79 31
13 76 36
13 60 40
13 53 59
13 0 21
13 65 2
13 80 96
13 98 67
13 21 59
13 58 84
13 14 13
13 10 1
13 11 70
13 72 27
13 19 57
13 95 44
13 69 86
13 6 51
13 22 74
13 9 68
13 40 55
13 29 12
13 27 83
13 74 55
13 68 69
13 48 28
13 99 98
13 96 5
13 93 8
13 43 84
13 63 17
13 83 61
13 24 54
13 4 74
13 2 29
13 70 65
13 86 33
13 82 95
13 50 63
13 61 65
13 44 52
13 36 93
13 38 82
13 51 6
13 17 24
13 5 35
13 8 36
13 23 31
13 94 86
13 16 98
13 28 37
13 41 51
13 81 78
13 20 56
13 54 68
13 49 40
13 90 23
13 87 82
13 37 38
13 91 24
13 78 50
13 26 49
13 73 46
13 66 86
13 71 58
13 25 89
13 59 59
13 18 84
14 91 33
14 41 28
14 25 9
14 87 22
14 46 14
14 17 91
14 10 32
14 71 46
14 97 62
14 75 44
14 56 37
14 43 2
14 12 30
14 78 25
14 22 62
14 77 77
14 38 68
14 63 37
14 58 7
14 93 94
14 92 89
14 74 29
14 66 77
14 37 59
14 27 6
14 23 90
14 0 26
14 7 21
14 18 34
14 76 49
14 5 40
14 50 71
14 24 24
14 36 86
14 98 36
14 73 68
14 2 44
14 70 26
14 1 76
14 69 40
14 82 21
14 88 47
14 85 77
14 8 19
14 4 1
14 62 38
14 90 6
14 95 90
14 60 88
14 51 44
14 45 19
14 79 83
14 13 13
14 94 100
14 15 23
14 72 35
14 34 27
14 16 60
14 40 73
14 3 56
14 48 62
14 32 29
14 30 4
14 65 73
14 67 45
14 59 45
14 20 24
14 84 49
14 80 49
14 47 55
14 26 15
14 68 46
14 42 72
14 54 15
14 6 74
14 99 87
14 9 60
14 86 65
14 55 1
14 33 27
14 31 92
14 64 81
14 11 24
14 39 21
14 83 97
14 61 1
14 81 54
14 96 65
14 29 10
14 21 5
14 35 96
14 28 90
14 89 54
14 19 12
14 49 96
14 53 63
14 57 18
14 52 73
14 44 95
15 52 17
15 76 89
15 54 84
15 91 86
15 68 92
15 88 85
15 35 78
15 97 83
15 83 5
15 71 79
15 36 91
15 57 88
15 6 59
15 20 48
15 13 14
15 44 40
15 22 60
15 49 16
15 21 20
15 30 67
15 70 89
15 46 39
15 95 82
15 5 59
15 33 33
15 48 38
15 86 36
15 10 13
15 74 98
15 53 61
15 55 46
15 92 12
15 63 5
15 41 45
15 43 99
15 17 55
15 47 57
15 7 37
15 94 57
15 45 1
15 16 1
15 59 40
15 14 23
15 9 82
15 84 70
15 32 34
15 89 66
15 69 47
15 40 55
15 61 70
15 42 29
15 62 49
15 2 6
15 56 93
15 80 94
15 96 47
15 34 24
15 51 40
15 23 76
15 77 71
15 12 89
15 26 58
15 4 44
15 90 96
15 82 73
15 67 91
15 25 49
15 50 15
15 27 46
15 99 28
15 38 22
15 31 58
15 85 40
15 37 89
15 98 29
15 0 14
15 93 55
15 18 12
15 60 17
15 79 16
15 8 32
15 19 67
15 72 54
15 24 45
15 66 80
15 39 9
15 81 60
15 11 30
15 73 4
15 28 45
15 64 74
15 78 92
15 65 41
15 1 12
15 3 67
15 58 81
15 75 3
15 87 26
15 29 87
16 71 71
16 24 75
16 72 5
16 73 66
16 53 15
16 41 40
16 56 88
16 20 37
16 74 59
16 35 45
16 78 16
16 25 21
16 55 92
16 12 69
16 62 84
16 87 100
16 79 28
16 88 4
16 44 81
16 3 40
16 69 8
16 21 33
16 64 61
16 19 98
16 7 61
16 80 3
16 66 99
16 89 97
16 84 23
16 27 67
16 77 83
16 22 29
16 5 80
16 26 97
16 18 19
16 61 46
16 91 57
16 57 50
16 30 8
16 60 33
16 95 22
16 17 99
16 23 7
16 36 78
16 96 21
16 81 86
16 29 25
16 49 9
16 39 60
16 67 32
16 32 10
16 94 26
16 15 1
16 0 45
16 70 64
16 37 88
16 63 21
16 14 60
16 85 80
16 6 64
16 10 26
16 90 64
16 28 11
16 75 37
16 9 62
16 98 32
16 54 89
16 58 100
16 8 42
16 76 61
16 83 90
16 34 34
16 68 11
16 82 71
16 99 54
16 50 39
16 86 84
16 93 56
16 52 4
16 38 15
16 40 57
16 92 75
16 13 98
16 59 16
16 65 64
16 33 58
16 11 54
16 46 17
16 42 71
16 2 16
16 45 87
16 48 22
16 43 53
16 97 67
16 47 35
16 1 80
16 31 52
16 51 19
16 4 90
17 54 71
17 58 87
17 94 78
17 43 16
17 78 87
17 86 3
17 26 86
17 89 65
17 14 91
17 93 27
17 90 10
17 85 31
17 96 50
17 38 91
17 57 36
17 47 40
17 74 38
17 0 54
17 50 100
17 6 50
17 84 15
17 30 74
17 76 60
17 48 29
17 3 16
17 92 1
17 49 75
17 75 76
17 77 62
17 18 38
17 56 73
17 22 60
17 60 66
17 32 91
17 66 96
17 19 10
17 11 72
17 35 7
17 36 86
17 8 2
17 70 70
17 16 99
17 99 81
17 21 65
17 91 13
17 31 24
17 45 87
17 95 15
17 1 4
17 52 27
17 98 5
17 29 96
17 51 86
17 37 48
17 15 55
17 53 86
17 44 67
17 65 26
17 62 48
17 55 58
17 10 20
17 97 6
17 72 27
17 33 27
17 71 89
17 41 35
17 25 7
17 83 69
17 42 99
17 12 47
17 4 49
17 82 28
17 63 21
17 23 72
17 27 27
17 88 34
17 64 6
17 13 24
17 39 63
17 2 71
17 46 13
17 80 49
17 73 90
17 24 28
17 59 70
17 20 32
17 40 95
17 34 44
17 69 86
17 67 65
17 9 80
17 81 13
17 61 80
17 5 57
17 68 15
17 87 46
17 79 82
17 7 10
17 28 3
18 99 86
18 43 3
18 62 17
18 41 73
18 60 88
18 7 77
18 70 77
18 6 54
18 32 32
18 91 62
18 44 45
18 59 78
18 5 12
18 76 4
18 96 94
18 61 96
18 1 47
18 21 10
18 0 48
18 57 83
18 4 65
18 19 8
18 14 34
18 90 100
18 2 29
18 69 47
18 83 1
18 17 38
18 65 100
18 94 87
18 16 19
18 8 60
18 85 24
18 9 58
18 56 53
18 68 25
18 39 10
18 28 5
18 10 37
18 45 83
18 77 86
18 67 21
18 33 58
18 50 98
18 3 62
18 23 65
18 88 8
18 64 91
18 37 14
18 73 18
18 84 64
18 22 59
18 24 53
18 20 17
18 27 95
18 42 87
18 93 91
18 78 44
18 58 63
18 63 55
18 36 100
18 35 45
18 52 74
18 25 65
18 40 8
18 75 71
18 74 64
18 26 31
18 51 47
18 98 77
18 97 16
18 54 4
18 66 19
18 47 88
18 49 42
18 71 46
18 15 12
18 31 15
18 81 28
18 80 4
18 46 81
18 95 38
18 82 35
18 38 74
18 29 67
18 48 100
18 86 4
18 11 20
18 53 20
18 72 7
18 92 49
18 30 79
18 12 52
18 79 75
18 55 4
18 13 84
18 87 44
18 89 1
18 34 67
19 56 51
19 10 67
19 25 81
19 53 43
19 39 63
19 50 53
19 35 88
19 11 14
19 5 97
19 65 19
19 93 61
19 64 35
19 54 25
19 86 20
19 0 28
19 4 71
19 48 44
19 76 61
19 16 98
19 36 64
19 98 80
19 3 95
19 18 8
19 58 36
19 46 45
19 12 42
19 47 78
19 6 29
19 21 6
19 90 58
19 66 95
19 37 15
19 57 4
19 68 58
19 95 90
19 82 61
19 85 7
19 17 10
19 96 33
19 62 17
19 89 29
19 49 40
19 7 12
19 61 86
19 44 58
19 32 44
19 84 83
19 88 43
19 81 16
19 45 39
19 67 15
19 29 26
19 33 86
19 9 68
19 23 46
19 77 44
19 75 91
19 73 79
19 8 28
19 74 89
19 20 1
19 71 25
19 13 57
19 34 13
19 52 7
19 38 97
19 72 38
19 69 63
19 87 37
19 30 44
19 70 26
19 1 64
19 80 9
19 51 83
19 63 11
19 60 7
19 40 18
19 79 23
19 78 93
19 31 100
19 22 14
19 83 64
19 92 54
19 24 28
19 97 22
19 59 17
19 28 84
19 15 67
19 91 91
19 99 15
19 43 55
19 42 66
19 55 5
19 2 25
19 41 96
19 14 12
19 27 64
19 94 96
19 26 95
20 60 82
20 67 44
20 32 99
20 28 55
20 0 28
20 38 82
20 76 38
20 52 29
20 87 9
20 21 30
20 11 75
20 16 37
20 24 60
20 6 24
20 90 3
20 74 60
20 94 24
20 83 25
20 79 29
20 48 52
20 25 5
20 68 25
20 15 48
20 69 31
20 29 92
20 99 47
20 98 55
20 51 53
20 9 40
20 46 29
20 31 39
20 47 10
20 66 89
20 62 4
20 80 71
20 92 77
20 93 8
20 57 30
20 1 40
20 97 44
20 34 100
20 37 71
20 55 88
20 84 66
20 56 82
20 86 91
20 72 37
20 19 1
20 58 87
20 64 5
20 36 91
20 30 15
20 39 91
20 2 19
20 71 57
20 45 82
20 75 93
20 61 62
20 18 17
20 35 81
20 73 36
20 14 24
20 85 53
20 81 9
20 33 82
20 10 50
20 49 89
20 26 30
20 95 8
20 82 31
20 70 62
20 5 98
20 27 30
20 50 75
20 43 66
20 65 69
20 78 93
20 7 82
20 40 49
20 91 88
20 96 27
20 54 37
20 23 68
20 13 56
20 17 32
20 63 43
20 22 58
20 3 93
20 59 7
20 44 67
20 77 15
20 8 2
20 12 10
20 4 26
20 41 47
20 88 86
20 42 36
20 89 7
20 53 30
21 42 3
21 91 76
21 11 62
21 25 57
21 3 71
21 57 72
21 43 55
21 82 54
21 32 90
21 26 28
21 93 1
21 39 16
21 20 30
21 88 24
21 28 26
21 24 85
21 92 36
21 90 4
21 79 71
21 31 64
21 60 91
21 75 93
21 30 56
21 77 29
21 16 33
21 29 2
21 12 77
21 18 10
21 51 97
21 58 51
21 96 28
21 49 59
21 59 7
21 74 17
21 76 67
21 73 15
21 33 16
21 65 81
21 99 81
21 54 53
21 19 6
21 15 20
21 62 21
21 8 61
21 78 35
21 1 63
21 61 36
21 34 92
21 17 65
21 69 63
21 36 12
21 9 86
21 13 59
21 40 85
21 45 72
21 97 74
21 55 90
21 98 17
21 68 35
21 46 60
21 27 92
21 6 63
21 37 99
21 83 54
21 95 55
21 7 53
21 53 57
21 94 82
21 50 98
21 89 18
21 80 7
21 2 70
21 44 70
21 0 70
21 63 23
21 4 42
21 52 54
21 66 55
21 38 64
21 23 39
21 5 15
21 81 25
21 86 11
21 47 19
21 72 100
21 70 76
21 14 5
21 71 59
21 41 78
21 85 15
21 56 29
21 22 10
21 35 93
21 10 17
21 87 93
21 84 94
21 64 84
21 48 9
21 67 45
22 72 95
22 43 50
22 64 40
22 57 9
22 47 42
22 32 97
22 84 28
22 68 20
22 31 52
22 92 85
22 81 22
22 83 7
22 94 37
22 2 48
22 93 68
22 14 62
22 11 69
22 42 22
22 85 62
22 15 60
22 56 97
22 60 35
22 65 15
22 9 46
22 16 29
22 17 60
22 46 6
22 5 68
22 30 43
22 99 88
22 50 88
22 63 98
22 91 92
22 87 65
22 74 58
22 88 37
22 76 7
22 1 38
22 75 11
22 96 81
22 41 47
22 13 74
22 54 95
22 71 22
22 90 69
22 86 93
22 18 59
22 37 91
22 6 52
22 59 87
22 33 89
22 49 27
22 36 54
22 7 85
22 38 69
22 0 72
22 55 19
22 52 37
22 3 42
22 89 99
22 29 44
22 19 14
22 27 72
22 97 6
22 4 74
22 98 50
22 67 48
22 80 12
22 66 20
22 69 74
22 12 7
22 10 50
22 82 87
22 44 53
22 78 66
22 28 59
22 8 16
22 48 52
22 51 57
22 25 96
22 61 35
22 26 11
22 77 100
22 20 58
22 34 59
22 62 31
22 58 85
22 53 88
22 39 25
22 95 34
22 24 7
22 35 62
22 21 10
22 45 68
22 23 36
22 40 5
22 79 76
22 73 6
22 70 80
23 73 50
23 60 57
23 82 47
23 80 57
23 10 52
23 61 65
23 0 88
23 49 49
23 91 31
23 84 3
23 87 97
23 99 40
23 83 36
23 52 65
23 9 97
23 14 90
23 42 38
23 47 46
23 2 65
23 31 54
23 94 54
23 12 99
23 77 21
23 64 49
23 54 33
23 38 62
23 63 67
23 74 64
23 76 72
23 62 42
23 33 45
23 7 53
23 29 37
23 32 96
23 5 43
23 16 7
23 71 21
23 85 20
23 98 13
23 93 99
23 19 46
23 86 15
23 50 44
23 59 13
23 92 92
23 67 22
23 36 96
23 26 38
23 18 65
23 43 46
23 79 67
23 44 99
23 90 64
23 57 57
