100 1000
9 33 15
9 96 36
9 66 12
9 39 42
9 14 16
9 6 86
9 93 35
9 1 29
9 0 87
10 75 25
10 35 68
10 89 93
10 0 67
10 43 84
10 82 38
10 12 43
10 14 72
10 45 83
10 88 97
10 31 26
10 56 42
10 30 90
10 28 26
11 44 20
11 37 6
11 54 8
11 13 9
11 49 17
11 25 61
11 33 47
11 3 52
11 67 57
11 4 66
11 39 74
11 66 49
11 60 24
11 7 97
11 15 75
11 58 18
11 35 47
12 56 22
12 39 72
12 24 56
12 81 73
12 50 51
12 65 82
12 57 19
12 18 67
12 92 17
12 7 23
12 91 88
12 10 43
12 96 98
12 45 90
12 25 59
13 77 59
13 36 21
13 68 16
13 11 9
13 53 78
13 71 33
13 43 15
13 69 26
13 83 70
13 25 15
13 32 79
13 41 51
13 5 29
13 63 42
13 48 2
13 73 19
13 31 42
13 6 83
13 62 84
13 92 64
13 93 49
13 24 13
13 99 90
14 99 99
14 3 38
14 90 62
14 53 97
14 4 88
14 33 3
14 38 92
14 28 8
14 5 13
14 18 9
14 44 11
14 76 62
14 97 89
14 51 11
14 10 72
14 9 16
14 31 47
14 64 100
14 26 51
14 46 18
14 23 36
15 34 59
15 20 78
15 30 14
15 3 8
15 22 89
15 59 21
15 49 32
15 82 52
15 55 64
15 53 27
15 50 78
15 11 75
15 28 6
15 2 41
16 3 1
16 7 59
16 4 5
16 97 81
16 9 85
16 91 97
16 1 27
16 5 30
16 61 85
16 55 56
16 19 51
16 79 10
16 71 36
16 88 76
16 46 38
16 28 64
16 92 45
16 6 98
17 53 78
17 58 99
17 51 54
17 62 59
17 9 34
17 44 99
17 59 93
17 2 72
17 21 79
17 89 92
17 98 59
17 37 17
17 68 95
17 93 66
17 63 47
17 7 2
17 24 28
17 39 15
17 0 33
18 7 57
18 39 99
18 91 8
18 83 88
18 21 49
18 32 97
18 46 73
18 12 67
18 77 35
18 30 91
18 14 9
18 73 6
18 75 42
18 51 94
19 49 73
19 82 6
19 53 4
19 57 85
19 60 6
19 48 83
19 7 63
19 84 58
19 32 6
19 81 8
19 71 80
19 63 81
19 16 51
19 37 65
19 79 12
19 95 61
19 59 72
19 39 53
19 46 35
20 74 50
20 15 78
20 62 22
20 85 87
20 76 18
20 81 44
20 6 11
20 68 28
20 99 92
20 98 45
20 73 50
20 82 48
20 30 54
20 21 2
20 84 31
20 92 7
20 5 43
20 29 34
20 95 96
20 65 23
21 38 85
21 89 72
21 77 54
21 81 99
21 44 4
21 39 29
21 6 90
21 60 90
21 58 15
21 29 61
21 7 54
21 59 41
21 93 21
21 57 52
21 35 15
21 0 57
21 74 73
21 40 2
21 18 49
21 41 21
21 9 31
21 17 79
21 31 87
21 56 19
21 20 2
21 80 53
21 43 93
21 3 97
21 83 12
21 1 17
21 55 14
21 30 21
21 51 6
22 58 88
22 83 100
22 61 99
22 77 46
22 43 94
22 15 89
22 32 12
22 80 19
22 39 96
22 85 22
22 98 1
22 57 77
22 38 40
22 99 87
22 25 62
22 2 24
22 50 36
22 40 92
22 75 62
23 30 22
23 81 82
23 46 39
23 84 80
23 24 11
23 85 64
23 86 95
23 50 3
23 97 43
23 73 47
23 33 94
23 93 64
23 67 39
23 62 65
23 14 36
23 77 75
24 38 69
24 44 56
24 80 96
24 72 74
24 73 67
24 12 56
24 8 80
24 69 88
24 74 71
24 29 93
24 23 11
24 40 88
24 75 66
24 37 46
24 64 70
24 1 16
24 43 53
24 90 67
24 58 41
24 82 84
24 25 93
24 17 28
24 13 13
24 0 36
24 34 83
25 82 76
25 8 99
25 50 44
25 37 32
25 98 4
25 0 94
25 73 10
25 9 84
25 55 7
25 13 15
25 11 61
25 60 58
25 61 45
25 56 35
25 22 62
25 35 34
25 24 93
25 1 9
25 12 59
25 38 25
26 59 63
26 54 13
26 71 35
26 2 17
26 1 59
26 31 43
26 51 63
26 55 26
26 77 65
26 38 6
26 4 17
26 7 90
26 14 51
26 72 40
26 84 23
26 85 98
27 36 46
27 35 64
27 80 23
27 77 21
27 96 49
27 5 49
27 69 2
27 73 54
27 94 72
28 52 31
28 0 70
28 6 73
28 84 62
28 69 47
28 48 69
28 92 36
28 14 8
28 54 41
28 56 46
28 59 37
28 16 64
28 53 52
28 33 51
28 15 6
28 71 31
28 63 54
28 10 26
29 21 61
29 55 53
29 24 93
29 49 56
29 59 72
29 45 69
29 8 49
29 30 58
29 40 69
29 38 31
29 79 90
29 96 90
29 46 42
29 84 78
29 47 69
29 56 11
29 62 65
29 20 34
29 87 17
30 56 79
30 0 18
30 94 42
30 23 22
30 15 14
30 95 93
30 85 15
30 52 61
30 87 74
30 55 23
30 48 44
30 29 58
30 18 91
30 9 60
30 59 88
30 96 21
30 20 54
30 44 29
30 89 86
30 77 55
30 21 21
30 43 99
30 10 90
31 40 11
31 55 92
31 49 79
31 26 43
31 82 23
31 60 49
31 7 14
31 35 93
31 56 70
31 34 96
31 38 76
31 50 83
31 85 13
31 5 2
31 21 87
31 8 16
31 3 35
31 54 16
31 13 42
31 14 47
31 10 26
31 42 7
31 2 14
31 47 35
32 44 47
32 22 12
32 19 6
32 62 11
32 74 75
32 49 2
32 18 97
32 50 63
32 13 79
32 43 99
32 34 14
32 53 14
32 89 28
32 8 78
32 59 98
32 68 90
32 77 78
32 38 71
33 57 52
33 89 59
33 64 52
33 81 97
33 45 3
33 90 38
33 14 3
33 6 21
33 0 68
33 92 94
33 9 15
33 11 47
33 23 94
33 5 5
33 28 51
33 84 95
33 58 9
34 15 59
34 84 99
34 55 21
34 79 72
34 31 96
34 85 45
34 62 81
34 7 54
34 64 85
34 8 54
34 32 14
34 77 2
34 41 60
34 53 5
34 81 100
34 89 56
34 93 15
34 91 2
34 94 66
34 43 23
34 24 83
35 83 21
35 87 19
35 10 68
35 27 64
35 31 93
35 21 15
35 98 52
35 67 41
35 93 88
35 70 20
35 69 61
35 49 47
35 25 34
35 8 31
35 41 74
35 11 47
36 86 34
36 13 21
36 59 89
36 47 78
36 27 46
36 90 80
36 68 48
36 62 69
36 65 15
36 53 90
36 56 79
36 83 97
37 11 6
37 64 64
37 68 2
37 25 32
37 46 76
37 86 7
37 65 23
37 3 20
37 97 8
37 61 6
37 78 50
37 24 46
37 19 65
37 17 17
37 66 96
37 79 30
37 88 42
37 45 4
37 55 78
38 84 47
38 24 69
38 77 85
38 21 85
38 59 60
38 75 34
38 53 72
38 51 96
38 6 50
38 9 6
38 31 76
38 14 92
38 29 31
38 7 74
38 22 40
38 66 54
38 26 6
38 0 73
38 25 25
38 32 71
39 87 60
39 12 72
39 21 29
39 92 38
39 18 99
39 22 96
39 97 22
39 68 96
39 46 33
39 95 74
39 94 1
39 54 7
39 72 47
39 9 42
39 63 22
39 11 74
39 3 89
39 19 53
39 17 15
40 85 71
40 31 11
40 94 41
40 44 71
40 41 63
40 24 88
40 21 2
40 6 82
40 57 93
40 29 69
40 52 74
40 61 83
40 88 57
40 87 26
40 98 92
40 46 79
40 83 14
40 22 92
41 9 32
41 64 21
41 44 56
41 83 10
41 6 85
41 50 77
41 0 87
41 96 37
41 40 63
41 87 36
41 21 21
41 53 72
41 13 51
41 62 43
41 42 97
41 34 60
41 47 30
41 94 73
41 35 74
41 99 75
41 54 5
42 54 84
42 99 5
42 58 24
42 0 74
42 76 38
42 45 9
42 47 62
42 86 87
42 41 97
42 49 10
42 75 64
42 79 44
42 82 36
42 5 11
42 66 55
42 31 7
42 88 26
43 57 93
43 54 72
43 22 94
43 64 86
43 89 97
43 10 84
43 92 60
43 13 15
43 60 25
43 32 99
43 86 91
43 56 16
43 75 63
43 24 53
43 96 77
43 21 93
43 74 85
43 49 22
43 66 71
43 72 59
43 71 31
43 34 23
43 51 65
43 30 99
44 24 56
44 41 56
44 11 20
44 32 47
44 92 36
44 21 4
44 97 25
44 66 80
44 40 71
44 17 99
44 83 90
44 63 13
44 80 65
44 14 11
44 70 70
44 30 29
44 76 29
44 57 73
45 48 54
45 6 42
45 66 84
45 53 44
45 98 3
45 33 3
45 8 21
45 42 9
45 59 98
45 67 55
45 89 35
45 29 69
45 65 63
45 56 52
45 64 60
45 51 60
45 10 83
45 37 4
45 12 90
45 68 68
45 73 8
45 52 31
46 95 6
46 98 31
46 76 52
46 92 52
46 71 49
46 23 39
46 91 86
46 1 56
46 58 55
46 49 81
46 61 51
46 89 62
46 37 76
46 39 33
46 8 11
46 6 17
46 47 14
46 18 73
46 73 59
46 90 21
46 29 42
46 65 65
46 16 38
46 50 34
46 66 92
46 84 57
46 69 94
46 40 79
46 93 18
46 19 35
46 67 29
46 14 18
47 76 20
47 36 78
47 66 86
47 69 81
47 77 21
47 42 62
47 89 1
47 52 43
47 46 14
47 84 22
47 51 61
47 41 30
47 29 69
47 86 7
47 99 51
47 31 35
48 45 54
48 5 75
48 52 84
48 74 59
48 19 83
48 78 100
48 9 69
48 80 41
48 30 44
48 8 70
48 28 69
48 82 34
48 81 35
48 3 95
48 76 78
48 77 81
48 54 100
48 13 2
48 88 58
48 55 57
48 0 20
49 19 73
49 68 63
49 88 30
49 31 79
49 8 2
49 46 81
49 15 32
49 29 56
49 11 17
49 32 2
49 78 57
49 42 10
49 86 66
49 77 93
49 58 8
49 35 47
49 2 37
49 43 22
49 59 30
49 97 9
49 50 94
50 94 79
50 25 44
50 41 77
50 5 77
50 12 51
50 58 12
50 2 57
50 92 82
50 81 80
50 69 88
50 32 63
50 55 67
50 31 83
50 23 3
50 15 78
50 60 23
50 46 34
50 22 36
50 49 94
50 97 64
51 17 54
51 96 60
51 73 75
51 9 5
51 4 81
51 3 78
51 69 90
51 38 96
51 59 66
51 26 63
51 90 13
51 83 65
51 92 83
51 81 14
51 47 61
51 14 11
51 45 60
51 18 94
51 43 65
51 61 47
51 21 6
52 28 31
52 48 84
52 91 37
52 61 29
52 30 61
52 67 71
52 47 43
52 2 31
52 54 98
52 40 74
52 57 99
52 0 51
52 76 67
52 80 88
52 45 31
53 17 78
53 57 32
53 90 20
53 70 98
53 6 71
53 19 4
53 45 44
53 54 12
53 14 97
53 38 72
53 80 88
53 13 78
53 85 7
53 36 90
53 41 72
53 75 91
53 58 2
53 15 27
53 8 63
53 34 5
53 88 47
53 73 99
53 32 14
53 99 72
53 28 52
53 60 79
53 0 62
53 92 9
53 96 52
54 42 84
54 26 13
54 11 8
54 58 98
54 43 72
54 97 10
54 92 82
54 66 66
54 53 12
54 99 90
54 7 14
54 74 93
54 87 90
54 59 52
54 39 7
54 28 41
54 73 51
54 52 98
54 55 43
54 48 100
54 31 16
54 70 38
54 2 64
54 41 5
55 57 61
55 99 65
55 31 92
55 84 95
55 92 61
55 29 53
55 34 21
55 64 85
55 30 23
55 61 53
55 87 3
55 85 64
55 25 7
55 16 56
55 69 3
55 26 26
55 9 39
55 50 67
55 15 64
55 54 43
55 94 34
55 8 12
55 65 76
55 70 11
55 62 36
55 82 90
55 48 57
55 21 14
55 37 78
55 95 59
56 30 79
56 12 22
56 81 44
56 75 3
56 73 45
56 89 95
56 31 70
56 36 79
56 86 46
56 9 77
56 43 16
56 45 52
56 21 19
56 6 40
56 28 46
56 25 35
56 98 77
56 29 11
56 7 59
56 58 77
56 10 42
57 55 61
57 53 32
57 33 52
57 43 93
57 85 96
57 61 62
57 92 57
57 19 85
57 70 77
57 21 52
57 7 77
57 40 93
57 12 19
57 96 31
57 68 60
57 22 77
57 52 99
57 74 99
57 77 18
57 97 84
57 44 73
58 22 88
58 17 99
58 54 98
58 65 50
58 42 24
58 62 91
58 1 20
58 46 55
58 50 12
58 21 15
58 81 73
58 53 2
58 89 79
58 99 49
58 67 59
58 70 14
58 49 8
58 24 41
58 90 99
58 11 18
58 56 77
58 33 9
59 26 63
59 36 89
59 38 60
59 15 21
59 90 39
59 21 41
59 51 66
59 8 22
59 17 93
59 54 52
59 45 98
59 29 72
59 84 40
59 85 83
59 30 88
59 74 85
59 19 72
59 99 23
59 28 37
59 66 99
59 89 51
59 32 98
59 49 30
60 90 79
60 77 32
60 97 13
60 80 22
60 19 6
60 21 90
60 31 49
60 82 24
60 43 25
60 9 39
60 4 76
60 1 73
60 69 24
60 25 58
60 11 24
60 50 23
60 53 79
61 73 2
61 22 99
61 66 78
61 85 19
61 57 62
61 75 11
61 52 29
61 46 51
61 99 73
61 55 53
61 37 6
61 16 85
61 81 34
61 40 83
61 25 45
61 51 47
61 69 8
61 65 46
62 86 60
62 17 59
62 20 22
62 58 91
62 75 50
62 6 71
62 32 11
62 36 69
62 0 48
62 9 53
62 41 43
62 4 13
62 34 81
62 88 2
62 55 36
62 70 79
62 13 84
62 23 65
62 65 83
62 71 36
62 85 50
62 29 65
62 5 54
63 86 31
63 8 22
63 91 90
63 73 60
63 19 81
63 44 13
63 39 22
63 13 42
63 68 25
63 17 47
63 97 49
63 76 89
63 28 54
64 41 21
64 37 64
64 33 52
64 43 86
64 5 32
64 77 30
64 55 85
64 70 37
64 24 70
64 76 14
64 45 60
64 66 72
64 34 85
64 0 90
64 68 55
64 6 66
64 14 100
64 79 55
64 1 58
65 58 50
65 82 90
65 12 82
65 76 63
65 91 61
65 37 23
65 77 79
65 36 15
65 81 71
65 6 78
65 45 63
65 85 43
65 55 76
65 46 65
65 67 20
65 62 83
65 61 46
65 20 23
66 4 63
66 79 23
66 61 78
66 92 55
66 44 80
66 54 66
66 47 86
66 45 84
66 67 7
66 87 90
66 93 12
66 5 85
66 75 14
66 77 63
66 6 60
66 9 12
66 64 72
66 38 54
66 37 96
66 11 49
66 90 88
66 42 55
66 43 71
66 46 92
66 59 99
66 86 92
67 94 35
67 71 4
67 66 7
67 99 4
67 52 71
67 45 55
67 76 45
67 35 41
67 2 89
67 58 59
67 11 57
67 65 20
67 88 88
67 23 39
67 46 29
67 81 22
67 83 21
68 9 11
68 49 63
68 8 7
68 92 66
68 83 13
68 37 2
68 13 16
68 1 28
68 36 48
68 39 96
68 70 20
68 20 28
68 57 60
68 4 67
68 96 22
68 72 69
68 63 25
68 17 95
68 45 68
68 64 55
68 32 90
68 95 5
69 74 45
69 88 93
69 51 90
69 24 88
69 47 81
69 72 5
69 87 1
69 28 47
69 71 1
69 85 5
69 13 26
69 50 88
69 55 3
69 97 18
69 91 48
69 60 24
69 7 86
69 35 61
69 82 61
69 27 2
69 6 10
69 46 94
69 94 39
69 77 52
69 99 75
69 61 8
69 73 70
70 76 99
70 53 98
70 92 34
70 57 77
70 68 20
70 64 37
70 35 20
70 44 70
70 55 11
70 58 14
70 54 38
70 72 89
70 99 77
70 4 18
70 62 79
70 8 11
71 26 35
71 46 49
71 67 4
71 90 25
71 13 33
71 19 80
71 83 22
71 69 1
71 16 36
71 76 58
71 79 95
71 43 31
71 62 36
71 28 31
72 92 9
72 24 74
72 97 99
72 4 47
72 98 72
72 84 93
72 69 5
72 81 17
72 77 81
72 79 81
72 85 82
72 39 47
72 68 69
72 99 17
72 94 79
72 78 89
72 70 89
72 43 59
72 26 40
72 75 62
73 4 55
73 61 2
73 80 62
73 24 67
73 56 45
73 51 75
73 63 60
73 25 10
73 77 88
73 7 38
73 74 5
73 1 19
73 78 27
73 3 35
73 97 27
73 54 51
73 81 91
73 20 50
73 18 6
73 46 59
73 99 9
73 82 27
73 76 67
73 23 47
73 13 19
73 53 99
73 89 37
73 27 54
73 45 8
73 69 70
74 20 50
74 69 45
74 88 7
74 6 23
74 48 59
74 24 71
74 54 93
74 80 23
74 21 73
74 32 75
74 73 5
74 76 27
74 84 71
74 92 1
74 59 85
74 93 6
74 43 85
74 97 47
74 57 99
74 2 82
74 78 46
74 85 93
75 10 25
75 61 11
75 2 42
75 56 3
75 62 50
75 77 69
75 38 34
75 89 7
75 66 14
75 24 66
75 53 91
75 43 63
75 42 64
75 6 51
75 18 42
75 97 9
75 22 62
75 72 62
76 47 20
76 70 99
76 46 52
76 93 40
76 65 63
76 42 38
76 20 18
76 89 8
76 91 62
76 84 85
76 67 45
76 74 27
76 64 14
76 77 93
76 48 78
76 14 62
76 73 67
76 44 29
76 52 67
76 71 58
76 88 1
76 87 13
76 63 89
77 38 85
77 13 59
77 21 54
77 22 46
77 6 7
77 60 32
77 75 69
77 47 21
77 64 30
77 73 88
77 72 81
77 66 63
77 65 79
77 2 39
77 27 21
77 18 35
77 26 65
77 76 93
77 5 96
77 49 93
77 48 81
77 30 55
77 34 2
77 90 17
77 7 2
77 69 52
77 57 18
77 32 78
77 23 75
78 48 100
78 89 12
78 79 3
78 73 27
78 37 50
78 8 56
78 49 57
78 2 2
78 72 89
78 7 80
78 81 23
78 87 72
78 74 46
79 66 23
79 4 88
79 78 3
79 34 72
79 72 81
79 16 10
79 29 90
79 19 12
79 42 44
79 37 30
79 86 27
79 3 54
79 71 95
79 82 14
79 94 19
79 64 55
80 73 62
80 24 96
80 60 22
80 22 19
80 53 88
80 74 23
80 48 41
80 27 23
80 44 65
80 8 28
80 89 57
80 21 53
80 52 88
81 56 44
81 21 99
81 23 82
81 12 73
81 33 97
81 7 78
81 58 73
81 72 17
81 19 8
81 85 17
81 20 44
81 2 4
81 50 80
81 65 71
81 73 91
81 48 35
81 61 34
81 51 14
81 5 79
81 34 100
81 78 23
81 91 46
81 67 22
82 25 76
82 19 6
82 65 90
82 7 28
82 31 23
82 15 52
82 60 24
82 48 34
82 89 91
82 94 99
82 10 38
82 20 48
82 3 88
82 73 27
82 69 61
82 42 36
82 24 84
82 55 90
82 79 14
82 88 90
83 35 21
83 8 75
83 22 100
83 41 10
83 68 13
83 2 56
83 18 88
83 44 90
83 71 22
83 51 65
83 6 87
83 13 70
83 99 87
83 94 64
83 21 12
83 88 42
83 40 14
83 36 97
83 67 21
84 38 47
84 55 95
84 23 80
84 28 62
84 72 93
84 87 50
84 19 58
84 34 99
84 59 40
84 91 70
84 0 17
84 76 85
84 47 22
84 74 71
84 93 73
84 8 92
84 20 31
84 46 57
84 29 78
84 26 23
84 33 95
85 40 71
85 61 19
85 57 96
85 20 87
85 22 22
85 30 15
85 81 17
85 23 64
85 53 7
85 69 5
85 55 64
85 72 82
85 92 27
85 59 83
85 34 45
85 31 13
85 65 43
85 5 49
85 86 85
85 26 98
85 62 50
85 74 93
86 36 34
86 63 31
86 62 60
86 6 43
86 37 7
86 42 87
86 23 95
86 56 46
86 43 91
86 89 52
86 49 66
86 85 85
86 79 27
86 47 7
86 66 92
87 35 19
87 39 60
87 98 99
87 84 50
87 54 90
87 66 90
87 69 1
87 30 74
87 41 36
87 55 3
87 40 26
87 78 72
87 76 13
87 29 17
88 69 93
88 74 7
88 49 30
88 91 73
88 92 16
88 96 45
88 7 54
88 40 57
88 16 76
88 62 2
88 37 42
88 48 58
88 53 47
88 67 88
88 10 97
88 83 42
88 76 1
88 82 90
88 2 92
88 42 26
89 21 72
89 33 59
89 98 23
89 10 93
89 75 7
89 78 12
89 46 62
89 43 97
89 9 2
89 56 95
89 76 8
89 47 1
89 45 35
89 8 72
89 4 99
89 82 91
89 17 92
89 58 79
89 93 46
89 86 52
89 30 86
89 97 55
89 80 57
89 95 62
89 73 37
89 34 56
89 32 28
89 2 7
89 59 51
89 99 3
90 60 79
90 53 20
90 36 80
90 14 62
90 59 39
90 71 25
90 33 38
90 99 61
90 51 13
90 46 21
90 6 27
90 95 46
90 24 67
90 66 88
90 58 99
90 77 17
91 5 43
91 46 86
91 18 8
91 52 37
91 63 90
91 65 61
91 16 97
91 88 73
91 76 62
91 84 70
91 69 48
91 12 88
91 6 25
91 34 2
91 81 46
92 66 55
92 44 36
92 46 52
92 72 9
92 68 66
92 57 57
92 54 82
92 39 38
92 70 34
92 55 61
92 50 82
92 8 35
92 43 60
92 88 16
92 99 37
92 28 36
92 12 17
92 85 27
92 33 94
92 51 83
92 74 1
92 13 64
92 20 7
92 16 45
92 53 9
93 76 40
93 95 20
93 21 21
93 66 12
93 7 58
93 8 91
93 84 73
93 35 88
93 89 46
93 74 6
93 23 64
93 34 15
93 17 66
93 13 49
93 46 18
93 9 35
94 67 35
94 30 42
94 50 79
94 40 41
94 6 94
94 9 73
94 39 1
94 82 99
94 55 34
94 97 70
94 5 32
94 72 79
94 83 64
94 41 73
94 69 39
94 27 72
94 79 19
94 34 66
95 46 6
95 96 89
95 9 54
95 30 93
95 93 20
95 99 85
95 39 74
95 97 99
95 1 38
95 90 46
95 19 61
95 89 62
95 68 5
95 5 51
95 55 59
95 20 96
96 95 89
96 51 60
96 41 37
96 98 58
96 88 45
96 57 31
96 27 49
96 9 36
96 29 90
96 7 98
96 68 22
96 30 21
96 8 25
96 43 77
96 4 85
96 97 39
96 12 98
96 0 78
96 53 52
97 72 99
97 54 10
97 44 25
97 60 13
97 16 81
97 2 65
97 39 22
97 37 8
97 9 98
97 69 18
97 73 27
97 95 99
97 94 70
97 14 89
97 23 43
97 89 55
97 1 38
97 96 39
97 74 47
97 75 9
97 63 49
97 57 84
97 49 9
97 50 64
98 46 31
98 87 99
98 89 23
98 72 72
98 25 4
98 45 3
98 99 38
98 5 98
98 96 58
98 22 1
98 35 52
98 9 100
98 0 45
98 20 45
98 6 94
98 17 59
98 56 77
98 40 92
98 1 42
99 14 99
99 55 65
99 42 5
99 67 4
99 98 38
99 54 90
99 95 85
99 61 73
99 90 61
99 92 37
99 20 92
99 83 87
99 73 9
99 58 49
99 72 17
99 22 87
99 70 77
99 53 72
99 59 23
99 47 51
99 89 3
99 41 75
99 13 90
99 69 75
