5000 94300
7 2357 46260
7 1623 46608
7 2609 46876
7 31 47219
7 3490 47239
7 4816 49421
7 1611 53318
7 2818 61411
7 305 63367
7 3672 63884
7 2997 64725
7 2880 65527
7 4997 66298
7 3015 67459
7 220 70990
7 2893 73453
7 2847 74415
7 1462 79317
7 1514 85132
7 848 85655
7 392 90807
7 3657 93876
8 2423 5987
8 2250 10986
8 4028 12759
8 3341 13034
8 3209 13400
8 4026 17649
8 4865 22112
8 4132 24108
8 2424 26452
8 2426 27927
8 434 29992
8 2082 39253
8 3411 40413
8 470 42107
8 1979 43342
8 4971 44055
8 612 47892
8 4990 52225
8 4844 53428
8 1913 54064
8 1993 54552
8 3120 60754
8 3334 60755
8 2098 61226
8 841 63817
8 4944 66831
8 4532 77838
8 842 80463
8 3877 84080
8 4380 85696
8 233 85850
8 215 87895
8 4020 92837
9 3974 550
9 3943 7054
9 1377 7897
9 1915 8209
9 4362 11910
9 3014 13589
9 2654 15156
9 4037 16429
9 2684 20000
9 4337 31369
9 3630 34285
9 2517 35024
9 4898 36121
9 4971 36350
9 4355 38595
9 2909 40842
9 4238 41079
9 3531 41630
9 4631 43144
9 1135 46378
9 409 49172
9 4253 52432
9 442 53262
9 3194 58974
9 1771 59728
9 3965 61579
9 1071 61968
9 661 63911
9 3106 64774
9 3872 65240
9 1229 65471
9 310 66601
9 503 69396
9 3839 72223
9 2810 72607
9 2716 73193
9 3405 78157
9 3020 83682
9 960 88888
9 2188 89615
9 123 90093
9 1403 90727
9 1706 90789
9 3430 94104
10 3978 2180
10 4614 2416
10 3490 6717
10 3088 8194
10 839 8848
10 2553 10004
10 651 17466
10 1262 18864
10 1010 22135
10 3310 23772
10 1090 24431
10 4548 25982
10 4235 32106
10 4921 33461
10 2477 36168
10 3172 38617
10 1059 41660
10 504 43863
10 2295 44477
10 243 45375
10 3471 45647
10 3393 47529
10 547 53430
10 4166 57263
10 1091 58029
10 4635 59348
10 2605 64108
10 3821 64223
10 2193 65716
10 1686 67054
10 4193 68203
10 611 68755
10 1964 71458
10 4901 73374
10 2683 77978
10 332 78508
10 4413 79015
10 1147 81180
10 36 84037
10 4640 86187
10 1588 90594
10 287 94153
11 4589 2246
11 3169 2645
11 3028 3776
11 1220 6441
11 3859 11235
11 3284 17907
11 2295 19963
11 1415 24120
11 1627 24973
11 2958 30139
11 1720 35389
11 4855 36540
11 501 41559
11 2132 41922
11 4665 43022
11 1508 43532
11 1639 45494
11 314 45508
11 1543 46106
11 561 48681
11 2184 51453
11 769 52903
11 3320 56117
11 2681 61889
11 4757 62676
11 3521 72030
11 1644 72073
11 3599 76594
11 4915 79331
11 774 81932
11 4687 83275
11 1563 84786
11 4132 85365
11 4405 92671
12 4246 1710
12 4588 3029
12 152 3059
12 4122 3491
12 2801 5299
12 3215 7659
12 4770 7696
12 581 8033
12 3617 8889
12 1832 11593
12 1803 13455
12 1606 20949
12 1700 25876
12 2949 28145
12 1052 32009
12 3810 34278
12 1647 35552
12 3819 36510
12 4846 39645
12 4409 42043
12 604 43364
12 2791 43723
12 129 52196
12 2404 54423
12 4710 56356
12 1792 60253
12 2936 65642
12 2138 66491
12 4805 68070
12 1050 68174
12 1975 70495
12 1165 71371
12 2939 73866
12 2249 80398
12 855 81463
12 4469 83118
12 4119 83468
12 1285 85965
12 2840 87927
12 2668 89476
13 625 2562
13 1026 3004
13 792 4521
13 4335 7595
13 602 13411
13 3988 15280
13 820 17905
13 3226 26139
13 2785 32863
13 1001 33229
13 2972 35860
13 318 37330
13 1798 38727
13 3449 41899
13 745 42290
13 2068 43380
13 1900 45389
13 2391 49707
13 4739 49894
13 2580 53124
13 4580 53471
13 3860 55379
13 1687 59140
13 694 61157
13 4970 61203
13 2372 63179
13 2388 65609
13 3073 66065
13 1289 67425
13 3428 76477
13 1338 78379
13 120 79235
13 2463 79912
13 4878 81907
13 1415 83369
14 3441 7710
14 1554 8886
14 1495 9701
14 1149 10375
14 3548 12884
14 3010 14036
14 1878 14079
14 173 15997
14 2468 25032
14 2743 26543
14 1290 32630
14 824 32803
14 1644 41046
14 1751 45987
14 1676 46298
14 4790 47381
14 494 47758
14 367 47802
14 2832 51254
14 467 51768
14 2529 53015
14 4597 53063
14 4409 55445
14 398 56441
14 3668 58847
14 3125 59055
14 2767 59443
14 4449 61784
14 137 62241
14 1271 63945
14 1123 65723
14 784 67914
14 2372 74676
14 3584 80211
14 4708 82688
14 624 84052
14 1444 85095
14 4155 88572
15 364 173
15 2921 2386
15 2223 4821
15 1750 4823
15 4113 6784
15 2721 6865
15 4661 8319
15 3019 15473
15 1195 18756
15 2915 18810
15 3299 20871
15 2390 22310
15 4010 24584
15 1740 24738
15 238 36251
15 1602 37318
15 1795 37611
15 4519 39802
15 3856 39837
15 4573 40886
15 3907 42402
15 3957 43507
15 2185 53645
15 2812 58020
15 4508 60599
15 3664 63038
15 4969 63042
15 2763 66741
15 1627 70345
15 1464 70455
15 1141 75117
15 4523 78386
15 4007 78645
15 1023 82809
15 1686 83104
15 4735 87162
15 807 88085
15 1965 88423
16 2140 6335
16 375 10148
16 1722 11561
16 3259 11814
16 507 14468
16 2111 16712
16 4149 19533
16 4893 20021
16 3131 25794
16 1107 26484
16 2884 34500
16 4528 37235
16 4003 43118
16 2503 43545
16 2907 43643
16 3020 45294
16 4605 51177
16 3657 52724
16 127 57747
16 2864 58282
16 30 61944
16 989 62678
16 3456 63331
16 2692 63902
16 793 64861
16 3636 65440
16 4259 67908
16 334 75800
16 2577 79029
16 1571 82943
16 410 86729
16 3170 88491
16 3638 91695
16 2166 92342
17 162 1905
17 2763 7005
17 1141 7358
17 4561 15018
17 2850 19755
17 908 21468
17 3971 22964
17 3862 24372
17 1107 28897
17 930 30490
17 1739 33952
17 449 34315
17 866 34505
17 1217 34645
17 1864 34698
17 1785 37312
17 3115 39209
17 2624 45034
17 1360 47852
17 3338 49130
17 865 49877
17 3706 64147
17 2015 64523
17 518 66824
17 1008 75486
17 2797 77378
17 254 78603
17 3109 78705
17 166 79308
17 4337 81803
17 2285 85444
17 841 94026
18 1651 743
18 1549 862
18 2244 1777
18 3790 4883
18 3940 7256
18 3953 9002
18 4759 9397
18 976 10380
18 1918 11155
18 4985 23878
18 4461 27148
18 4893 32695
18 3947 37282
18 2107 38069
18 4444 42997
18 3214 47197
18 3691 47508
18 1449 47907
18 4546 49572
18 3935 50362
18 3771 50917
18 3618 52693
18 1635 60616
18 4424 68519
18 480 70859
18 1844 73581
18 566 74145
18 1991 80560
18 1087 82995
18 2324 86277
18 1422 87085
18 4979 89732
18 2158 93298
19 762 1223
19 1851 1728
19 1975 5736
19 2606 7184
19 4751 8863
19 805 11559
19 4694 13332
19 52 14750
19 3962 17085
19 125 18402
19 485 20329
19 2360 28875
19 432 31386
19 2057 33789
19 4602 35399
19 192 36827
19 1693 40389
19 3720 41949
19 786 42220
19 3119 42857
19 3546 46380
19 3090 47248
19 2897 47631
19 1498 49606
19 4295 55721
19 1218 56242
19 3803 57931
19 140 59401
19 813 60380
19 594 66109
19 380 66496
19 4496 68043
19 1799 70490
19 1185 72629
19 2522 82160
19 2370 85507
19 3631 88714
19 1587 90353
19 428 90501
19 2795 91542
19 3849 92182
20 1438 711
20 3818 3067
20 1224 3140
20 2178 5770
20 3252 7043
20 2128 8391
20 1760 10266
20 3618 15343
20 4964 15359
20 327 17458
20 4835 18264
20 2460 22847
20 2398 28207
20 618 29067
20 3621 33892
20 1218 36280
20 2911 36952
20 1601 42773
20 1405 48454
20 415 48751
20 1181 50837
20 617 52541
20 2015 53065
20 2947 53572
20 352 58389
20 4315 64756
20 690 65629
20 3851 68255
20 3390 68470
20 2922 69898
20 4009 72103
20 1634 72325
20 4049 74899
20 2970 75735
20 1254 76706
20 950 77308
20 1877 78544
20 2943 78685
20 3342 80066
20 1055 80072
20 4607 88613
20 3051 88658
20 4392 89974
20 3058 91052
20 1724 92371
20 2649 92807
20 4266 93487
20 2894 94256
21 2372 1437
21 865 2944
21 3307 5415
21 2030 7182
21 1429 12710
21 3094 12909
21 1087 19008
21 1102 19334
21 520 20073
21 2727 20807
21 4603 27949
21 1343 31264
21 1224 35919
21 578 36062
21 545 38331
21 4270 47877
21 128 50421
21 4093 56364
21 4324 64867
21 4295 65319
21 296 68753
21 1847 71102
21 1160 71947
21 3737 74451
21 346 76765
21 581 83579
21 4994 83678
21 561 83697
21 464 88063
21 4040 91160
21 2706 94239
22 1272 5875
22 1503 13172
22 4521 14080
22 824 15266
22 1930 17650
22 938 19970
22 802 21627
22 3925 22312
22 4962 29285
22 2471 29895
22 4541 31843
22 1410 32571
22 1040 33132
22 1377 33761
22 3012 34913
22 1107 35615
22 4920 36351
22 3476 36784
22 4505 38323
22 2674 38735
22 1822 43462
22 3519 43676
22 4667 43880
22 1565 46241
22 2743 47202
22 2102 47230
22 4628 48770
22 509 49212
22 2995 50663
22 1475 51070
22 1992 51386
22 145 54183
22 4738 55739
22 3474 58988
22 1871 59066
22 874 62790
22 1284 66425
22 1352 66924
22 612 67968
22 4950 72818
22 279 73195
22 3798 76308
22 519 80933
22 3638 80998
22 1091 83297
22 1459 88702
22 3321 93050
23 388 8667
23 583 10594
23 3287 10739
23 3834 14805
23 3070 16111
23 3718 16868
23 4257 17957
23 783 18566
23 3946 18692
23 41 22856
23 1385 26686
23 4331 27770
23 610 31511
23 1760 32071
23 3659 36852
23 641 42166
23 689 43572
23 812 43740
23 241 47411
23 3371 51054
23 628 55276
23 2092 56627
23 480 57965
23 2543 58177
23 4155 61986
23 2322 64944
23 2943 71522
23 636 72027
23 2847 76408
23 839 81960
23 3640 83158
23 4341 83519
23 4323 86265
23 792 88274
23 1314 93130
23 2843 94232
24 177 86
24 779 16987
24 4807 17090
24 3138 19680
24 4207 24272
24 3026 27729
24 2601 29025
24 3076 29172
24 2461 32076
24 3685 36161
24 549 37530
24 4649 40379
24 2972 42367
24 4954 45135
24 2473 53398
24 819 55422
24 4873 59002
24 1434 61512
24 218 63178
24 3814 65293
24 968 72249
24 2966 73350
24 3252 74318
24 3033 75621
24 4895 84601
24 1266 85059
24 3738 87371
24 1975 90620
25 1781 8457
25 1739 10704
25 744 11603
25 2360 13288
25 1050 16016
25 3288 18151
25 3846 18412
25 3225 23638
25 2315 28884
25 3988 29125
25 4505 32454
25 613 35633
25 4694 39001
25 995 39778
25 2371 42691
25 227 43108
25 664 44734
25 1736 47242
25 2462 49696
25 427 50001
25 3404 53850
25 2210 55077
25 1430 64931
25 3588 65106
25 4612 73402
25 1283 74122
25 292 75436
25 1725 77032
25 3451 77657
25 55 79508
25 2953 80407
25 2458 88498
25 678 88732
25 483 89370
26 1267 6690
26 270 9047
26 2147 17678
26 3957 32241
26 2576 32328
26 4581 34906
26 3501 37360
26 2544 38835
26 1310 45852
26 1750 47543
26 3833 49636
26 744 49651
26 2684 55141
26 1261 56133
26 1917 57229
26 4236 57455
26 660 59834
26 37 65606
26 521 69222
26 3311 75067
26 393 84469
26 3306 86228
26 2549 89305
26 2728 90786
27 3772 1467
27 3019 2126
27 3738 9206
27 304 11452
27 2106 12170
27 1344 14157
27 704 15206
27 250 16066
27 2531 16687
27 4194 18662
27 2998 19305
27 2678 20695
27 3264 20984
27 4587 27139
27 3057 31027
27 1130 33827
27 3981 34035
27 2444 37947
27 1757 38358
27 2825 42943
27 260 43293
27 3145 47096
27 2478 50744
27 4511 53373
27 3890 56708
27 4756 61010
27 723 64088
27 3141 65646
27 3909 66500
27 2964 68839
27 4629 68949
27 1123 72577
27 1541 79619
27 2206 89456
27 2656 93915
28 3504 3864
28 3461 8603
28 591 9533
28 1600 13448
28 3756 19068
28 1853 20473
28 3726 22315
28 4640 25017
28 3836 26124
28 3302 30571
28 781 35671
28 1255 36221
28 4496 40621
28 3114 40975
28 2609 41481
28 3432 46614
28 4860 46712
28 1591 49515
28 2802 51851
28 2469 54140
28 4919 56475
28 239 56539
28 104 64332
28 1037 65042
28 1842 65892
28 3063 67007
28 3887 76588
28 4062 76634
28 1683 76659
28 1777 77568
28 1156 78704
28 969 82222
28 3304 82755
28 4079 82816
28 926 86704
28 1795 87016
28 163 89532
28 3261 91678
28 3455 93956
28 1778 94004
29 2387 2479
29 4815 3103
29 1157 3536
29 4480 4010
29 38 7303
29 3044 9754
29 4297 11135
29 2406 12126
29 107 12631
29 2556 14002
29 1236 15591
29 617 16481
29 1166 17849
29 2830 19456
29 2130 20819
29 4450 24794
29 2918 24821
29 3567 29528
29 516 29856
29 800 34430
29 447 36355
29 918 39129
29 3708 39197
29 4078 39215
29 486 45622
29 956 50300
29 2691 50572
29 2340 50922
29 1549 52664
29 274 53831
29 4253 54927
29 2527 56298
29 804 56953
29 2234 59832
29 4581 62594
29 3978 63698
29 4569 66223
29 3207 68410
29 2745 70409
29 1142 73475
29 2457 73539
29 415 73621
29 81 73753
29 1977 74150
29 2285 83131
29 550 84054
29 3249 88596
29 2786 90293
29 2753 91363
30 521 670
30 1429 5203
30 1121 6519
30 3223 8455
30 4867 11700
30 4531 12389
30 2476 14257
30 1567 15476
30 4121 17515
30 3256 18140
30 2152 19656
30 2228 23819
30 2917 28175
30 4318 29446
30 2390 31252
30 2754 32023
30 1405 32174
30 3500 32918
30 4139 34868
30 239 38894
30 320 39718
30 868 41224
30 1629 42222
30 1821 42486
30 4797 50940
30 1050 51369
30 1499 52488
30 1369 55942
30 2861 61725
30 3947 61768
30 16 61944
30 3069 62162
30 1312 62565
30 3399 63147
30 4269 63761
30 1367 66019
30 211 69381
30 2883 76393
30 1743 77894
30 134 78407
30 2898 79258
30 2532 79664
30 3465 80300
30 4382 80455
30 74 81339
30 800 82361
30 910 89350
30 2901 91121
30 3306 91463
31 2026 394
31 1954 2858
31 2056 3851
31 2286 4467
31 2909 5073
31 868 9242
31 1778 14406
31 4365 15714
31 767 17422
31 3626 21208
31 3725 22198
31 4510 23205
31 2701 23465
31 1557 24389
31 4210 26316
31 907 27229
31 1204 28221
31 1148 31128
31 1071 31405
31 1142 32756
31 462 36993
31 3846 37606
31 4160 39021
31 1985 40973
31 4145 43549
31 1064 43718
31 2851 44780
31 2561 45016
31 2902 46196
31 7 47219
31 2605 47294
31 4054 50210
31 280 52713
31 3391 55222
31 1614 55384
31 3228 65283
31 565 66480
31 2864 67651
31 4039 67666
31 3443 68226
31 3188 68905
31 1300 74984
31 736 79459
31 241 80351
31 169 80491
31 3993 82546
31 4923 82994
31 794 87458
31 1029 88375
31 4586 89093
31 2118 90662
32 430 2518
32 3119 6319
32 4884 8394
32 4800 10118
32 1388 19220
32 2309 24971
32 3848 25180
32 1491 26344
32 613 28225
32 3324 29104
32 245 30402
32 4535 32450
32 1949 43228
32 4333 46045
32 112 46174
32 366 47001
32 3909 47850
32 4396 48271
32 3079 48779
32 3220 49257
32 4799 52650
32 638 58010
32 2975 65915
32 2816 68897
32 1474 69995
32 656 72087
32 1836 79172
32 1313 82706
32 437 90392
32 659 93173
33 4392 925
33 4179 1204
33 3107 6025
33 1970 7753
33 1769 8756
33 3995 17274
33 1739 21245
33 182 25639
33 869 27495
33 1209 29783
33 246 30175
33 857 30900
33 4077 32358
33 3998 33110
33 3949 34526
33 2565 38990
33 2820 41048
33 2767 48591
33 3804 50044
33 4207 54776
33 1114 56461
33 594 57273
33 1941 57543
33 1859 64496
33 4624 64874
33 1049 65834
33 2015 67670
33 4712 68093
33 2292 69337
33 3852 72442
33 3100 78537
33 1297 79987
33 1984 82059
33 3780 82925
33 3063 83611
33 1951 84515
33 4104 88151
33 1732 90143
34 109 782
34 4354 2541
34 1649 4808
34 1850 8293
34 3544 9382
34 321 18959
34 3137 20480
34 1415 26235
34 4463 26578
34 4044 26961
34 3653 31231
34 634 39653
34 2815 52975
34 916 53857
34 4369 58092
34 983 58610
34 3413 61103
34 739 64166
34 3180 66113
34 1070 67113
34 2647 67906
34 1928 69685
34 3677 75548
34 1287 76447
34 3322 77908
34 1923 81933
34 1302 88089
34 3432 89462
34 2670 89655
34 2218 89887
34 459 89993
34 1455 91439
35 4775 4069
35 1602 4232
35 1977 4833
35 3735 6826
35 4790 16101
35 4027 20594
35 4345 23222
35 2932 24007
35 778 27094
35 2715 27882
35 859 30937
35 2562 35207
35 4800 35337
35 3022 39130
35 2068 41686
35 4010 42249
35 3331 43820
35 405 44411
35 3612 52737
35 1487 53504
35 1519 56296
35 4421 57443
35 2209 59608
35 617 60922
35 1153 61014
35 1549 62468
35 1397 63314
35 3805 64306
35 4724 65948
35 2230 77236
35 1986 81457
35 2804 88186
36 2131 547
36 515 607
36 2553 5108
36 2336 5158
36 1639 5806
36 2413 11132
36 1277 13981
36 3785 14449
36 650 16431
36 1948 22152
36 1415 24048
36 1970 29731
36 611 30638
36 4009 31372
36 2277 34210
36 866 37754
36 3406 39125
36 2283 44065
36 1046 46547
36 2123 51992
36 4744 54050
36 3186 61340
36 3460 61702
36 3185 62690
36 4300 69609
36 1363 72316
36 4277 77559
36 4302 80236
36 837 81360
36 4653 82641
36 10 84037
36 3303 84954
36 2021 85058
36 4706 86251
36 304 89796
36 1632 92761
36 2196 93522
37 130 4084
37 3670 7740
37 962 13002
37 1618 14625
37 2285 14974
37 2820 15095
37 4971 15257
37 4611 19294
37 806 19795
37 4160 20708
37 2661 28690
37 2204 32528
37 4363 33123
37 4939 34346
37 1439 38982
37 1035 45481
37 2471 49378
37 4735 50895
37 1814 51828
37 1991 57586
37 3782 60938
37 2625 62692
37 3899 63272
37 3184 64297
37 4413 64844
37 26 65606
37 2647 76032
37 2874 81729
37 4653 82196
37 597 82564
37 3640 88974
37 3533 89223
37 3285 90210
37 4158 90946
37 4190 91217
37 91 92205
38 4213 1109
38 1706 1375
38 1495 2793
38 2570 3189
38 29 7303
38 623 9461
38 3966 11194
38 3773 14593
38 1373 15523
38 292 17210
38 2884 23857
38 4417 25184
38 4912 36313
38 2712 36346
38 1557 37846
38 4646 41994
38 1213 44200
38 2728 44787
38 2854 52089
38 3958 52913
38 1089 54987
38 2809 55466
38 921 61320
38 2494 63613
38 525 67048
38 1366 68010
38 2423 70860
38 4652 73120
38 2588 73452
38 3457 75773
38 4115 77506
38 1765 79727
38 2803 83208
38 120 87191
39 360 562
39 3958 4524
39 1501 6886
39 214 9544
39 4922 16443
39 627 17696
39 4102 19219
39 4088 19692
39 4214 20037
39 4775 20967
39 3103 21023
39 889 23319
39 2069 23353
39 746 26793
39 4405 27571
39 4301 34063
39 406 35463
39 3796 35464
39 2911 35514
39 3137 35592
39 2302 38757
39 1928 39275
39 384 39337
39 412 40468
39 1264 48573
39 519 66505
39 2000 66945
39 4956 66992
39 3057 72008
39 960 74592
39 2487 81324
39 4843 82102
39 857 84006
39 3670 88069
39 3844 91075
40 2676 2247
40 3151 8875
40 3301 15948
40 900 22841
40 4838 32301
40 4332 33316
40 393 36808
40 58 38346
40 489 41664
40 153 42328
40 1360 43442
40 3095 48891
40 4734 54008
40 3702 57790
40 4059 60339
40 353 61587
40 1349 61754
40 2318 64227
40 2943 65850
40 1362 66396
40 633 77473
40 2666 78399
40 4860 81010
40 1089 81553
40 677 83820
40 1644 85022
40 3929 87707
40 2768 90325
40 2834 90666
40 3238 92488
41 3362 379
41 4985 2223
41 1435 5922
41 2413 6101
41 1344 14494
41 3987 17575
41 798 18960
41 149 20098
41 61 21651
41 23 22856
41 965 32723
41 1396 35635
41 839 38816
41 1026 43323
41 2570 45605
41 4853 48528
41 3235 48918
41 4447 49571
41 238 51105
41 1682 52316
41 3066 52579
41 1835 54335
41 2147 56448
41 1646 61402
41 4758 62073
41 3175 67864
41 1633 71574
41 1565 71590
41 451 72445
41 4454 73778
41 3255 74733
41 4307 76908
41 2814 78468
41 1511 79226
41 2563 81140
41 1029 82701
41 3704 85361
41 3217 88942
41 1153 90675
42 2637 1012
42 3650 2624
42 717 2816
42 4900 4547
42 385 6985
42 2160 9451
42 3360 10477
42 449 12703
42 4376 13186
42 1455 14445
42 4775 16321
42 3337 17792
42 3466 19690
42 498 30703
42 2157 37123
42 1384 37255
42 1995 42007
42 653 45913
42 1250 47638
42 426 49167
42 257 49259
42 1301 52320
42 4402 53704
42 2275 59012
42 4533 59080
42 3453 65206
42 4976 66915
42 1543 70948
42 4215 71518
42 1925 74307
42 1192 78776
42 3096 80700
42 129 82847
42 2010 87870
42 957 89177
42 3394 89497
42 4946 91302
43 1431 1135
43 1687 3058
43 786 4961
43 796 7886
43 2944 9938
43 4703 10350
43 310 11567
43 4106 14572
43 1635 21841
43 3410 23215
43 2515 24800
43 608 29608
43 4649 29873
43 3475 33143
43 2472 33444
43 2982 34243
43 4113 34787
43 2430 38558
43 4128 42045
43 3621 42247
43 536 42994
43 4586 44776
43 623 46316
43 983 46893
43 689 48792
43 3215 51423
43 589 58470
43 2898 59408
43 4089 59482
43 2842 61660
43 4870 67562
43 2484 68829
43 2550 72718
43 2570 73313
43 954 76310
43 367 76974
43 1437 78042
43 2816 83617
43 4579 85458
43 2532 88337
43 3781 90951
43 1539 91186
43 3967 91730
43 1013 93183
44 3989 262
44 4142 773
44 952 2580
44 2844 5998
44 367 6178
44 1249 6376
44 914 6624
44 3722 7588
44 2019 8335
44 3122 11055
44 2111 11413
44 2190 14668
44 4360 24625
44 4809 26950
44 886 28460
44 993 31364
44 3735 31745
44 4600 33307
44 2471 37453
44 3517 38858
44 3346 45591
44 432 47190
44 808 47581
44 4790 48080
44 4735 49646
44 97 55718
44 3997 57195
44 2666 58036
44 3411 59487
44 3098 73026
44 2048 74442
44 2072 74790
44 3119 75669
44 3306 80566
44 1386 83227
44 1395 87114
45 2301 3600
45 2716 3708
45 3334 7265
45 2440 14905
45 1144 15205
45 4432 16303
45 4745 21721
45 1980 22368
45 2399 22894
45 259 22979
45 4914 27512
45 1879 29878
45 226 29903
45 2118 31491
45 1759 31713
45 1476 32643
45 3179 36554
45 1790 37346
45 815 37832
45 3815 40231
45 4164 42057
45 2293 48190
45 3793 48532
45 4815 50580
45 1721 52247
45 2705 57190
45 3275 57278
45 2422 58221
45 2125 63831
45 2335 64796
45 4809 66604
45 290 72189
45 3520 76901
45 1087 78187
45 814 82829
45 1126 84650
45 2494 88334
46 3396 1976
46 2237 5127
46 1994 5399
46 4521 10945
46 1363 11661
46 3575 13248
46 2717 15233
46 2130 15907
46 4687 16978
46 3137 19176
46 1223 24229
46 3805 25378
46 4137 29023
46 1972 32511
46 487 34403
46 530 34570
46 1595 38639
46 3058 38883
46 1097 46247
46 2718 47256
46 3330 47996
46 2804 49548
46 1390 50887
46 3874 55571
46 3951 59111
46 1382 59296
46 119 59621
46 213 60061
46 2442 60103
46 2434 61037
46 3685 63584
46 1373 63808
46 465 70548
46 2012 78660
46 606 79621
46 1138 79794
46 4122 80141
46 3349 80440
46 4486 80465
46 735 81533
46 2772 83257
46 2347 84654
46 337 85273
46 4411 87375
46 1947 89075
46 3806 89853
46 3772 92301
46 3004 93136
47 3437 1290
47 1884 3490
47 495 4628
47 3322 4711
47 189 9997
47 4878 11969
47 3939 12979
47 2760 13906
47 144 15924
47 2707 18840
47 806 19528
47 4725 19727
47 473 20900
47 1373 22635
47 602 24799
47 2401 26648
47 2912 29005
47 3815 31499
47 1752 34740
47 3315 35721
47 2131 37421
47 2882 44049
47 3654 45297
