4039 88234
14 978 53
14 1184 12
14 2603 79
14 2443 13
14 2146 5
14 197 50
14 795 17
14 1524 93
14 953 97
14 2027 66
14 138 38
14 1334 59
14 1167 81
14 3344 34
14 1562 64
14 654 5
14 322 72
14 2827 44
14 4002 93
14 2464 90
14 3304 1
14 3298 12
14 3054 33
14 941 39
14 1338 2
14 2298 10
14 2748 25
14 887 41
14 3494 87
14 2691 27
14 1659 74
14 490 59
14 1673 1
15 823 28
15 1489 2
15 1402 32
15 3636 3
15 276 30
15 2826 3
15 101 91
15 1296 87
15 3393 40
15 3321 78
15 2297 14
15 3 97
15 1970 39
15 273 83
15 3398 99
15 2259 46
15 1015 84
15 1328 95
15 3859 79
15 1317 35
15 344 17
15 1687 47
15 3240 77
15 1714 34
15 220 56
15 1284 71
15 3039 17
15 455 87
15 1346 47
15 3472 73
15 2492 96
15 902 54
15 3508 88
15 1042 86
15 3466 22
15 1902 23
15 2786 50
15 2722 98
15 950 69
16 1246 79
16 2956 39
16 2774 96
16 359 33
16 2463 19
16 1891 79
16 2171 74
16 1997 71
16 2875 4
16 2820 23
16 3184 35
16 3088 7
16 578 5
16 3959 38
16 2215 84
16 3218 29
16 3156 3
16 498 63
16 3224 8
16 833 4
16 923 71
16 0 39
16 3132 13
16 3598 65
16 2224 27
16 3640 75
16 666 31
16 1986 66
16 71 77
16 2022 99
16 1339 86
16 529 13
16 3956 51
16 2749 98
16 1116 48
16 3997 14
16 3615 53
16 152 4
16 3119 72
16 1526 44
16 2255 49
16 2944 55
16 553 90
16 1723 1
17 80 31
17 2778 62
17 1497 19
17 3180 51
17 764 65
17 3724 49
17 3912 6
17 1313 74
17 2217 95
17 3577 31
17 3274 66
17 2181 11
17 3033 24
17 439 54
17 3991 30
17 2629 85
17 753 15
17 441 2
17 3547 21
17 395 57
17 44 85
17 58 42
17 2603 4
17 3165 52
17 2971 50
17 3376 51
17 803 16
17 2528 48
17 1076 35
17 3509 67
17 3642 46
17 613 60
17 957 65
18 703 54
18 1320 5
18 1722 4
18 795 66
18 1828 87
18 1967 88
18 3496 90
18 2279 5
18 3100 7
18 2759 37
18 3735 42
18 85 22
18 1715 15
18 1364 94
18 926 67
18 2335 54
18 796 65
18 3049 75
18 2183 14
18 3432 67
18 2840 51
18 1469 76
18 1051 100
18 3790 17
18 1264 62
18 920 98
18 2101 10
18 2849 72
18 1255 18
18 3990 72
18 3347 70
18 434 5
18 935 7
18 3563 55
18 954 61
18 564 21
18 1217 34
18 2367 46
18 2827 19
18 3725 50
18 739 6
18 456 51
18 2879 71
18 1549 79
19 1943 88
19 1152 84
19 1144 22
19 1223 89
19 1996 30
19 2965 3
19 2991 29
19 1362 26
19 3373 60
19 189 5
19 2451 23
19 3048 4
19 83 96
19 898 90
19 3897 41
19 1479 20
19 2684 92
19 957 71
19 3764 27
19 3666 55
19 4 66
19 2168 79
19 58 41
19 1367 1
19 3784 34
19 3456 17
19 2039 95
19 205 16
19 1779 35
19 615 99
19 179 18
19 2613 86
19 569 53
19 677 39
19 1788 34
19 1933 49
19 1755 15
19 3965 74
19 3152 74
19 3607 19
19 1728 5
19 3190 99
19 1724 76
20 3668 70
20 1261 5
20 1320 46
20 2088 20
20 1759 69
20 684 65
20 891 48
20 268 59
20 184 73
20 1830 62
20 2085 33
20 2258 20
20 3487 98
20 3983 84
20 3485 6
20 952 71
20 2594 63
20 3729 82
20 1846 84
20 482 6
20 702 11
20 2636 75
20 2896 1
20 789 100
20 3472 21
20 50 89
20 3137 10
20 3674 56
20 354 83
20 2266 68
20 445 48
20 2577 37
20 325 4
20 3749 42
20 3553 11
20 552 78
20 3653 43
20 471 99
20 3771 69
20 2836 66
20 911 78
20 3209 42
20 3219 6
20 1868 57
20 3478 46
20 616 52
20 1330 3
20 2714 16
20 1782 70
20 2775 93
20 1926 59
20 3493 24
20 3997 97
21 1017 80
21 1305 22
21 1537 29
21 2252 67
21 563 87
21 730 23
21 1821 70
21 3916 9
21 1447 95
21 1176 67
21 701 62
21 2722 83
21 397 22
21 1943 59
21 1298 63
21 2512 37
21 270 38
21 2013 46
21 3234 19
21 2056 93
21 10 10
21 1642 35
21 674 79
21 3396 93
21 155 28
21 3786 78
21 2948 16
21 992 44
21 1000 33
21 2062 86
21 827 1
21 852 51
21 612 19
21 2631 23
21 3790 11
21 2457 15
21 1847 95
21 92 1
21 3810 29
21 2157 20
21 2877 45
21 3079 57
21 3209 28
21 1099 15
21 1335 20
21 907 10
21 2503 60
21 1914 33
21 2020 51
22 1755 64
22 712 59
22 1590 49
22 54 12
22 2530 30
22 3356 8
22 3247 43
22 2479 57
22 753 68
22 2697 83
22 1721 65
22 2940 59
22 1827 91
22 2094 95
22 2254 21
22 1307 65
22 1618 67
22 2402 16
22 1134 42
22 3936 63
22 682 42
22 1600 13
22 2699 42
22 2343 5
22 3157 62
22 1021 32
22 2641 75
22 2398 55
22 463 29
22 3246 6
22 1389 63
22 3057 86
22 873 84
23 3865 79
23 1066 16
23 2305 91
23 2095 16
23 1330 12
23 3265 28
23 1617 1
23 3105 4
23 1656 36
23 2712 50
23 2015 19
23 1808 1
23 2003 88
23 1029 6
23 726 83
23 1647 21
23 2742 47
23 3393 32
23 1577 69
23 803 94
23 669 14
23 1907 42
23 3708 47
23 2497 46
23 3678 16
23 2577 40
23 3159 18
23 3486 12
23 3324 52
23 202 12
23 2546 6
23 1499 79
23 2857 14
23 774 60
23 3563 49
23 209 20
23 101 24
23 347 73
23 3390 40
23 3400 44
23 3683 7
23 1366 51
23 1770 53
23 2871 61
23 886 52
23 3584 37
23 3118 73
23 1670 86
24 2011 94
24 3925 36
24 1255 53
24 627 14
24 2440 11
24 2557 9
24 3441 44
24 2607 38
24 236 83
24 1863 22
24 612 86
24 3554 8
24 509 34
24 3811 78
24 2860 86
24 1747 6
24 1180 6
24 1250 40
24 2747 50
24 3393 35
24 2596 38
24 1519 65
24 2504 48
24 1768 98
24 3291 81
24 414 5
24 2180 72
24 327 93
24 1367 23
24 796 81
24 960 47
24 3299 70
24 3460 70
24 2450 91
24 2603 74
24 1755 6
24 3410 19
24 2632 84
24 1843 48
24 1635 85
24 2950 34
24 508 76
24 533 78
24 404 94
24 3531 86
24 2943 14
24 100 46
24 3969 64
24 2413 35
24 2082 34
24 3252 70
25 2531 93
25 2433 70
25 66 74
25 1627 76
25 3840 63
25 67 1
25 2010 44
25 1045 7
25 401 77
25 2412 68
25 2429 53
25 2338 94
25 757 90
25 954 13
25 1649 7
25 2363 4
25 2920 30
25 3404 1
25 11 87
25 1146 82
25 3517 75
25 190 72
25 2922 77
25 1042 26
25 2365 65
25 1914 3
25 2613 9
26 3963 12
26 2392 36
26 3941 20
26 3589 3
26 862 70
26 1065 79
26 63 25
26 1441 93
26 2746 70
26 697 97
26 189 96
26 2464 92
26 2772 58
26 3216 85
26 690 23
26 3547 31
26 2679 76
26 96 60
26 177 38
26 178 42
26 3098 63
26 2200 13
26 1505 76
26 467 52
26 2253 5
26 984 89
26 2174 96
26 1176 26
26 1026 84
26 1468 88
26 688 21
26 2010 4
26 3476 93
26 2453 28
26 815 95
26 2139 82
26 1443 42
26 3503 37
26 539 51
26 2337 59
26 974 3
26 56 4
26 3673 93
26 2977 19
26 432 10
26 1946 66
26 4037 72
26 1773 9
26 3833 12
26 4024 99
27 392 14
27 3599 85
27 90 54
27 750 8
27 847 51
27 3883 67
27 2698 59
27 2187 70
27 2411 34
27 885 91
27 4029 11
27 3253 84
27 3469 44
27 3337 28
27 1012 54
27 1444 7
27 1321 17
27 1592 92
27 1086 59
27 1533 37
27 825 46
27 906 14
27 3074 29
27 681 5
27 83 61
27 1740 36
27 1384 15
27 1580 45
27 1934 26
27 2490 48
27 1365 61
27 2392 93
27 3694 50
27 3980 91
27 2823 98
27 1539 7
27 1761 72
27 2926 41
27 3920 91
27 282 73
27 3485 89
27 3326 86
27 2503 68
27 3501 80
27 2196 70
28 2561 43
28 2173 12
28 401 54
28 1863 2
28 2066 67
28 3865 86
28 291 31
28 2068 79
28 2261 1
28 2605 92
28 2302 94
28 863 80
28 989 42
28 845 39
28 3660 10
28 2789 94
28 2852 57
28 1412 99
28 3587 95
28 3511 44
28 3773 95
28 3404 61
28 2826 16
28 239 1
28 3784 43
28 1904 11
28 306 100
28 5 94
28 3662 2
28 2743 46
28 2285 44
28 1273 39
28 405 28
28 3586 49
28 1721 96
28 904 20
28 2773 85
28 3464 41
28 2349 65
28 2097 8
28 1360 93
29 1102 15
29 4018 43
29 947 28
29 1688 49
29 1107 32
29 3989 97
29 215 66
29 3864 72
29 1648 43
29 3165 53
29 2911 82
29 3463 78
29 3289 62
29 2643 19
29 2530 65
29 2891 71
29 1571 36
29 3081 17
29 116 79
29 3999 31
29 3636 30
29 2246 80
29 506 7
29 65 35
29 3200 40
29 684 69
29 2005 28
29 1310 6
29 2614 37
29 309 31
29 2562 87
29 1990 26
29 999 32
29 1863 38
29 1286 24
29 40 52
29 767 1
29 3 60
29 2655 38
29 469 20
29 1715 28
30 2135 51
30 1127 36
30 3569 10
30 203 82
30 3308 40
30 3320 80
30 3754 42
30 2347 44
30 2520 55
30 922 63
30 1325 84
30 3188 65
30 2374 9
30 2445 21
30 2802 91
30 1154 12
30 3760 16
30 1660 18
30 3950 44
30 3272 22
30 2798 7
30 1648 33
30 1234 91
30 1218 21
30 531 97
30 215 93
30 3962 46
30 3670 13
30 3251 3
30 3372 88
30 3573 76
30 2534 45
30 411 18
30 1844 9
30 2764 98
30 1743 54
30 1851 45
30 2379 92
30 3499 67
30 4030 41
31 786 28
31 1636 30
31 2690 95
31 1822 24
31 2108 44
31 909 66
31 206 76
31 84 99
31 2170 24
31 954 70
31 2803 79
31 2003 86
31 857 4
31 3879 56
31 250 35
31 2334 94
31 2535 14
31 167 70
31 1034 87
31 3381 56
31 1078 77
31 3068 56
31 3023 96
31 3323 44
31 2602 6
31 68 21
31 1741 87
31 1126 69
31 427 57
31 552 74
31 282 90
32 711 3
32 2532 97
32 3935 23
32 3227 70
32 646 45
32 4024 98
32 549 70
32 3146 70
32 1584 61
32 2682 52
32 282 66
32 3061 94
32 150 45
32 1335 11
32 2653 22
32 808 69
32 243 1
32 403 45
32 3580 6
32 2511 90
32 280 55
32 1538 60
32 3117 79
32 3607 96
32 1207 37
32 2969 69
32 1365 2
32 2630 36
32 715 40
32 649 43
32 393 83
32 2552 63
32 536 85
32 992 30
32 3728 36
32 1829 82
32 3928 93
32 2252 13
32 3337 100
32 517 97
32 1624 56
32 332 45
32 3161 13
32 383 35
32 2400 69
32 2907 7
33 3170 76
33 944 88
33 764 48
33 354 77
33 3470 21
33 3146 81
33 353 41
33 1568 13
33 919 56
33 947 74
33 3763 50
33 60 3
33 1646 41
33 2514 99
33 1365 3
33 3903 9
33 317 48
33 2403 43
33 2426 66
33 1509 92
33 742 81
33 1566 44
33 938 44
33 1668 96
33 1303 33
33 2555 79
33 3015 78
33 3729 76
33 2982 23
33 3016 1
33 1552 21
33 2128 14
33 2041 22
33 2685 53
33 1125 90
33 3634 67
33 1657 58
33 1917 67
33 3383 100
33 2742 29
33 3281 90
33 38 7
33 1590 25
33 1953 89
33 429 86
33 3961 3
33 2293 67
33 1774 14
33 1603 14
34 3994 66
34 3875 86
34 1707 59
34 1671 29
34 2115 32
34 1093 92
34 716 23
34 1987 64
34 671 40
34 820 39
34 924 43
34 1153 16
34 1893 30
34 2487 32
34 1302 76
34 2560 41
34 540 63
34 2892 23
34 2806 89
34 3798 91
34 1117 5
34 2765 80
34 340 79
34 3062 64
34 3854 16
34 1101 97
34 231 45
34 3020 55
34 1752 75
34 412 33
34 707 13
34 1387 70
34 3309 94
34 3946 39
34 650 12
34 341 36
34 3770 1
34 3398 87
34 1741 39
35 1031 12
35 516 66
35 1789 2
35 1640 41
35 117 75
35 419 20
35 2019 51
35 2973 88
35 1890 42
35 4033 65
35 3570 89
35 3923 95
35 1838 42
35 3178 26
35 536 93
35 306 64
35 2524 14
35 943 85
35 1124 55
35 4012 47
35 1120 81
35 2300 79
35 2145 37
35 1840 26
35 1150 61
35 901 88
35 3274 29
35 3224 27
35 2759 95
35 3840 14
35 3022 8
35 213 90
35 2346 59
35 1272 38
35 3755 71
35 2756 56
35 1343 4
35 1515 63
35 3611 4
35 2794 20
35 3773 36
35 1489 59
36 267 54
36 1426 32
36 2840 7
36 3472 70
36 3930 10
36 2810 68
36 2990 26
36 1384 31
36 3920 31
36 851 90
36 3925 50
36 2297 29
36 1461 42
36 2106 99
36 3194 41
36 2985 50
36 873 12
36 910 54
36 875 88
36 3465 75
36 1219 89
36 3893 51
36 2328 39
36 2912 41
36 3774 80
36 3963 88
36 1573 21
36 2227 85
36 2835 5
36 3328 44
36 3168 7
36 3445 50
36 2428 91
36 2057 19
36 188 97
36 838 67
36 2515 85
36 463 85
36 4016 74
37 2229 77
37 914 72
37 1333 72
37 3261 65
37 2911 54
37 425 97
37 1011 89
37 952 46
37 1865 66
37 1969 58
37 2669 12
37 3902 99
37 2492 8
37 2477 68
37 1895 37
37 2972 94
37 2655 65
37 1487 14
37 190 86
37 826 59
37 2412 50
37 1157 96
37 1823 1
37 3267 34
37 3743 4
37 2224 62
37 3189 86
37 1924 59
37 3099 78
37 1684 86
37 1758 12
37 661 26
37 2738 5
37 1288 91
37 1191 37
37 2549 10
37 2875 22
37 707 63
38 1074 61
38 1133 53
38 2233 66
38 2158 55
38 1517 77
38 1228 17
38 3122 50
38 1374 79
38 2591 44
38 3444 12
38 3989 57
38 207 91
38 3369 82
38 2520 86
38 2603 46
38 2698 56
38 1052 37
38 2517 8
38 1444 3
38 948 48
38 919 5
38 3696 58
38 1572 24
38 2675 32
38 131 11
38 2519 96
38 2715 13
38 1621 4
38 1596 13
38 1922 79
38 33 7
38 2838 21
38 3458 24
38 3478 92
38 667 64
38 1756 100
38 657 94
38 2624 43
38 463 32
39 3849 46
39 1592 22
39 3924 46
39 56 6
39 733 59
39 3121 3
39 516 83
39 528 69
39 3294 17
39 3815 70
39 1637 32
39 1448 1
39 1658 10
39 2651 12
39 2242 49
39 3627 44
39 3324 38
39 2859 5
39 1533 89
39 1454 5
39 3833 45
39 82 58
39 3287 49
39 3767 57
39 1548 58
39 548 96
39 2167 6
39 2011 74
39 3536 58
39 1836 25
39 2037 51
39 2034 93
39 1720 16
39 4029 90
39 3692 12
39 577 47
39 2094 58
39 3693 22
39 270 53
39 3578 28
39 449 96
39 156 83
39 909 82
39 3197 16
39 2986 41
40 1612 51
40 1242 70
40 2675 35
40 1377 59
40 1840 42
40 167 69
40 420 46
40 1617 25
40 660 80
40 2677 69
40 213 7
40 1666 75
40 2750 30
40 1359 73
40 487 81
40 2215 90
40 1084 19
40 666 61
40 3859 20
40 3189 91
40 2863 52
40 3657 44
40 2509 91
40 2396 95
40 2691 63
40 1610 52
40 2894 45
40 1842 94
40 2584 77
40 727 92
40 3401 46
40 2743 33
40 1510 51
40 3570 45
40 2440 2
40 1278 16
40 29 52
40 531 59
40 3427 75
40 2335 80
40 1635 92
40 1488 94
40 3952 62
41 2776 94
41 2329 77
41 566 33
41 3769 8
41 790 37
41 983 8
41 3775 86
41 1904 38
41 1383 12
41 2011 71
41 3438 68
41 1706 90
41 1571 46
41 3710 29
41 3362 5
41 2599 89
41 2150 17
41 3701 17
41 2225 100
41 2882 73
41 455 17
41 2819 43
41 2974 80
41 3219 32
41 785 100
41 490 55
41 3755 17
41 3752 45
41 1934 92
41 92 46
41 2430 20
41 2372 54
41 1257 78
41 277 46
41 1020 62
41 3703 9
41 3422 17
41 3167 58
41 45 73
41 3795 58
41 827 83
41 3158 93
41 1878 53
41 304 69
41 2115 10
42 117 79
42 521 25
42 2526 18
42 1231 41
42 2429 37
42 167 59
42 2668 45
42 1500 87
42 1746 22
42 1402 24
42 2785 18
42 3908 77
42 120 63
42 2559 28
42 216 80
42 3360 11
42 2551 36
42 2370 72
42 2641 90
42 3851 98
42 1736 5
42 3729 81
42 933 51
42 374 51
42 2773 38
42 3323 87
42 1470 81
42 728 90
42 2786 52
42 745 84
42 2980 75
42 2681 87
42 766 34
42 2539 50
42 3294 100
42 3820 45
42 2164 94
42 1095 34
42 870 26
42 1527 19
42 1805 18
42 2863 27
42 723 82
42 1918 26
42 523 42
42 508 67
42 2868 80
42 505 66
43 899 38
43 6 77
43 1003 76
43 943 100
43 2449 60
43 1107 23
43 648 58
43 2150 59
43 225 69
43 2628 10
43 1060 96
43 3513 53
43 1603 67
43 710 88
43 2414 62
43 1965 53
43 1472 81
43 208 25
43 2175 36
43 1821 44
43 2605 24
43 1086 55
43 1941 43
43 819 25
43 1830 54
43 844 44
43 2478 30
43 1584 78
43 3404 15
43 2985 58
43 1415 98
43 264 87
43 2543 24
43 2557 11
43 251 40
43 2971 78
43 3810 94
43 1774 46
43 3105 61
43 2505 36
43 1015 54
44 3451 39
44 3321 48
44 4030 1
44 2025 72
44 3323 60
44 2992 10
44 1883 83
44 2693 92
44 2177 17
44 4001 80
44 1249 88
44 943 57
44 1495 35
44 1240 37
44 3959 12
44 526 73
44 1117 63
44 1577 88
44 139 57
44 370 29
44 3647 75
44 3957 92
44 17 85
44 2323 67
44 3542 88
44 2229 85
44 3973 97
44 2850 41
44 3633 1
44 735 24
44 251 47
44 2594 41
44 1994 76
44 351 61
44 2961 5
44 108 38
44 2381 93
44 2302 90
44 147 16
44 1862 98
44 1292 35
44 3848 60
44 2511 68
44 650 29
45 1115 32
45 2402 98
45 3721 74
45 2807 72
45 2767 86
45 3632 45
45 894 77
45 1908 87
45 1464 68
45 3881 48
45 1233 19
45 2075 24
45 2298 9
45 2615 57
45 2074 80
45 3874 16
45 2561 46
45 2915 11
45 370 61
45 601 68
45 548 89
45 1625 34
45 392 71
45 2813 38
45 3420 21
45 1491 84
45 3801 26
45 499 9
45 2316 31
45 2780 91
45 1841 50
45 3076 37
45 3075 73
45 1373 72
45 41 73
45 699 53
45 881 35
45 1043 19
45 1188 16
45 724 71
45 2646 72
45 1106 75
45 2905 66
46 3257 76
46 3532 97
46 912 12
46 3099 89
46 1206 54
46 1404 68
46 2284 54
46 945 20
46 1007 69
46 2719 79
46 3224 33
46 113 64
46 1646 50
46 1276 82
46 2423 85
46 2446 29
46 3093 55
46 1544 94
46 2651 28
46 2331 26
46 269 38
46 818 35
46 3929 31
46 1678 89
46 1051 93
46 3024 73
46 775 13
46 3100 51
46 3850 50
46 898 40
46 938 86
46 3527 100
47 3990 42
47 697 53
47 139 14
47 3851 8
47 730 55
47 2212 61
47 3701 72
47 2813 91
47 546 97
47 151 1
47 1588 62
47 1927 97
47 2846 22
47 3582 23
47 1257 1
47 1468 47
47 2471 35
47 1734 20
47 3358 38
47 1929 79
47 1269 76
47 3214 5
47 1402 57
47 2977 53
47 979 54
47 2653 87
47 2548 29
47 1349 88
47 1173 33
47 531 77
47 2696 69
47 3407 12
47 479 93
47 2793 9
47 664 93
47 253 45
47 1869 67
47 2712 38
47 2687 24
47 3992 74
47 2011 79
47 3644 39
47 870 54
47 1532 8
47 1938 50
47 1390 3
47 1758 94
